source_order_id,target_order_id,relationship_type,relationship_text,relationship_source,confidence
NM-2020-056,NM-2020-004,amendment,AMENDED ORDER DIRECTING INDIVIDUALS TRAVELING TO NEW MEXICO TO SELF-ISOLATE OR SELF-QUARANTINE FOR A LIMITED PERIOD AND DIRECTING THE NEW MEXICO DEPARTMENT OF HEALTH TO INITIATE LAWFUL ISOLATION AND QUARANTINE PROCEEDINGS FOR INDIVIDUALS WHO DO NOT SELF-ISOLATE OR SELF-QUARANTINE,https://governor.state.nm.us/wp-content/uploads/2020/08/Executive-Order-2020-056.pdf,high
