declaration_id,state,governor,eo_number,action_type,event_description,date_signed,end_date,weather_related,source_scope,document_format,detail_url,archive_record_url
NY-KATHYHOCHUL-EO-14,NY,Kathy Hochul,14,declaration,"The State will not permit its own investment activity, whether directly or indirectly, to aid Russia, or any other entity, as it commits these human rights violations and atrocities in violation of the rights of the Ukrainian people.",2022-02-27,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-14-directing-state-agencies-and-authorities-divest-public-funds-supporting,https://www.governor.ny.gov/sites/default/files/2022-02/Executive%20Order%20No.%2014.pdf
NY-KATHYHOCHUL-EO-13,NY,Kathy Hochul,13,extension,"On January 28, 2022 and continuing thereafter, a severe winter storm is expected to create hazardous conditions in New York State posing an imminent danger to public transportation, utility service, public health, and public safety systems within the counties of Bronx, Kings, Nassau, New York, Putnam, Queens, Richmond, Rockland, Suffolk, Westchester, and contiguous counties.",2022-01-28,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-13-declaring-disaster-counties-bronx-kings-nassau-new-york-putnam-queens,https://www.governor.ny.gov/sites/default/files/2022-01/EO_13.pdf
NY-KATHYHOCHUL-EO-12,NY,Kathy Hochul,12,declaration,"In response to heightened concerns of terrorist activities, New York State and New Jersey formalized a counterterrorism partnership in an effort to bolster the security posture of the Bi-State Region.",2021-12-23,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-12-declaring-emergency-order-appoint-new-jersey-and-connecticut-police-officers,https://www.governor.ny.gov/sites/default/files/2021-12/EO_12.pdf
NY-KATHYHOCHUL-EO-11.9,NY,Kathy Hochul,11.9,extension,Declaring a Disaster Emergency in the State of New York,2022-08-13,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-119-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2022-08/EO%2011.9.pdf
NY-KATHYHOCHUL-EO-11.8,NY,Kathy Hochul,11.8,amendment,"The following executive order continues the state disaster emergency as set forth in Executive Order 11, and continue the suspensions and modifications of law contained in Executive Order 11 and its successors, through August 13, 2022.",2022-07-14,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-118-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2022-07/EO_11.8.pdf
NY-KATHYHOCHUL-EO-11.7,NY,Kathy Hochul,11.7,amendment,"The following executive order continues the state disaster emergency as set forth in Executive Order 11, and continue the suspensions and modifications of law contained in Executive Order 11 and its successors, through July 14, 2022.",2022-06-14,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-117-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2022-06/EO_11.7.pdf
NY-KATHYHOCHUL-EO-11.6,NY,Kathy Hochul,11.6,amendment,"The following executive order continues the state disaster emergency as set forth in Executive Order 11, and continue the suspensions and modifications of law contained in Executive Orders 11, 11.1, 11.2, 11.3, and 11.4, through May 15, 2022.",2022-05-15,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-116-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2022-05/EO_11.6.pdf
NY-KATHYHOCHUL-EO-11.5,NY,Kathy Hochul,11.5,amendment,"The following executive order continues the state disaster emergency as set forth in Executive Order 11, and continue the suspensions and modifications of law contained in Executive Orders 11, 11.1, 11.2, 11.3, and 11.4, through May 15, 2022.",2022-04-15,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-115-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2022-04/EO_11_5.pdf
NY-KATHYHOCHUL-EO-11.4,NY,Kathy Hochul,11.4,amendment,"The following executive order continues the state disaster emergency as set forth in Executive Order 11, and continue the suspensions and modifications of law contained in Executive Orders 11, 11.1, 11.2, and 11.3, through April 15, 2022.",2022-03-16,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-114-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2022-03/EO_11.4.pdf
NY-KATHYHOCHUL-EO-11.3,NY,Kathy Hochul,11.3,amendment,"The following executive order continues the state disaster emergency as set forth in Executive Order 11, and continue the suspensions and modifications of law contained in Executive Orders 11, 11.1, and 11.2, through March 16, 2022.",2022-02-14,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-113-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2022-02/EO_11.3.pdf
NY-KATHYHOCHUL-EO-11.2,NY,Kathy Hochul,11.2,extension,Declaring a Disaster Emergency in the State of New York,2022-01-15,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-112-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2022-01/EO_11.2.pdf
NY-KATHYHOCHUL-EO-11.1,NY,Kathy Hochul,11.1,extension,Declaring a Disaster Emergency in the State of New York,2021-12-26,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-111-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2021-12/EO_11.1.pdf
NY-KATHYHOCHUL-EO-11,NY,Kathy Hochul,11,declaration,Declaring a Disaster Emergency in the State of New York,2021-11-26,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-11-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2021-11/EO_11.pdf
NY-KATHYHOCHUL-EO-10,NY,Kathy Hochul,10,declaration,To ensure public trust in government it is necessary that all State officers and employees develop and maintain an understanding of the ethical standards with which they are expected to comply.,2021-10-27,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-10-updating-states-ethics-training-requirements,https://www.governor.ny.gov/sites/default/files/2021-10/EO_10.pdf
NY-KATHYHOCHUL-EO-9,NY,Kathy Hochul,9,declaration,"Effective October 25, 2021, a State Disaster Emergency has been declared within the territorial boundaries of the counties of Bronx, Broome, Chenango, Delaware, Greene, Kings, Montgomery, Nassau, New York, Orange, Otsego, Putnam, Queens, Richmond, Rockland, Schenectady, Schoharie, Suffolk, Sullivan, Tioga, Ulster, Westchester, and contiguous counties.",2021-10-25,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-9-declaring-disaster-counties-bronx-broome-chenango-delaware-greene-kings,https://www.governor.ny.gov/sites/default/files/2021-10/EO_9.pdf
NY-KATHYHOCHUL-EO-8,NY,Kathy Hochul,8,declaration,Data for all New Yorkers who received their COVID-19 vaccinations at VA medical facilities since the inception of the VA’s COVID-19 vaccination program is necessary for these individuals to verify their fully vaccinated status and utilize the above-described programs that rely on this vaccination proof.,2021-10-20,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-8-directing-department-veterans-affairs-transmit-immunization-records,https://www.governor.ny.gov/sites/default/files/2021-10/EO_8.pdf
NY-KATHYHOCHUL-EO-7,NY,Kathy Hochul,7,declaration,"On December 22, 2020, on the New York State Thruway, Interstate 87, in Ulster County, a vehicular collision took place between New York State Police Trooper Christopher Baldner and another individual that caused the death of Monica Goods (“the Goods Incident”).",2021-10-20,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-7-special-prosecutor-investigate-and-if-warranted-prosecute-matters-arising-out,https://www.governor.ny.gov/sites/default/files/2021-10/EO_7.pdf
NY-KATHYHOCHUL-EO-6.1,NY,Kathy Hochul,6.1,extension,"Orders that EO 170 “State Policy Concerning Immigrant Access to State Services,” and EO 170.1 remain in full force and effect until otherwise revoked, superseded, or modified.",2025-01-16,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-61-continuation-and-expiration-prior-executive-orders,https://www.governor.ny.gov/sites/default/files/2025-01/executive-order_6.1.pdf
NY-KATHYHOCHUL-EO-6,NY,Kathy Hochul,6,extension,"Following a review, Governor Kathy Hochul repealed, cancelled and revoked in their entirety Executive Orders by previous Governors with the exception of the Executive Orders set forth below and any amendments thereto, which shall remain in full force and effect until otherwise revoked, superseded or modified.",2021-10-08,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-6-continuation-and-expiration-prior-executive-orders,https://www.governor.ny.gov/sites/default/files/2021-10/EO_6.pdf
NY-KATHYHOCHUL-EO-5.21,NY,Kathy Hochul,5.21,extension,"Extension of the state disaster emergency as set forth in Executive Order 5, as continued by Executive Order 5.20.",2023-05-30,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-521-continuing-temporary-suspension-and-modification-laws-related-disaster,https://www.governor.ny.gov/sites/default/files/2023-05/EO_5.21.pdf
NY-KATHYHOCHUL-EO-5.20,NY,Kathy Hochul,5.20,extension,"Extension of the state disaster emergency as set forth in Executive Order 5, as continued by Executive Order 5.19, and do hereby continue the terms, conditions, and suspensions contained in Executive Order 5 and its successors, until May 30, 2023.",2023-04-30,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-520-continuing-temporary-suspension-and-modification-laws-related-disaster,https://www.governor.ny.gov/sites/default/files/2023-04/EO_5.20.pdf
NY-KATHYHOCHUL-EO-5.19,NY,Kathy Hochul,5.19,extension,"The following executive order extends the state disaster emergency as set forth in Executive Order 5, as continued by Executive Order 5.18, until April 30, 2023.",2023-03-31,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-519-continuing-temporary-suspension-and-modification-laws-related-disaster,https://www.governor.ny.gov/sites/default/files/2023-03/Executive_Order_5_19.pdf
NY-KATHYHOCHUL-EO-5.18,NY,Kathy Hochul,5.18,extension,"The following executive order extends the state disaster emergency as set forth in Executive Order 5, as continued by Executive Order 5.17, until March 31, 2023.",2023-03-01,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-518-continuing-temporary-suspension-and-modification-laws-related-disaster,https://www.governor.ny.gov/sites/default/files/2023-03/EO%205.18.pdf
NY-KATHYHOCHUL-EO-5.17,NY,Kathy Hochul,5.17,extension,"The following executive order extends the state disaster emergency as set forth in Executive Order 5, as continued by Executive Order 5.16, until March 1, 2023.",2023-01-30,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-517-continuing-temporary-suspension-and-modification-laws-related-disaster,https://www.governor.ny.gov/sites/default/files/2023-01/EO_5_17.pdf
NY-KATHYHOCHUL-EO-5.16,NY,Kathy Hochul,5.16,extension,"The following executive order extends the state disaster emergency as set forth in Executive Order 5, as continued by Executive Order 5.15, January 30, 2023.",2022-12-31,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-516-continuing-temporary-suspension-and-modification-laws-related-disaster,https://www.governor.ny.gov/sites/default/files/2022-12/EO_5_16.pdf
NY-KATHYHOCHUL-EO-5.15,NY,Kathy Hochul,5.15,extension,"The following executive order extends the state disaster emergency as set forth in Executive Order 5, as continued by Executive Order 5.14, until December 31, 2022.",2022-12-01,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-515-continuing-temporary-suspension-and-modification-laws-related-disaster,https://www.governor.ny.gov/sites/default/files/2022-12/EO_5_15.pdf
NY-KATHYHOCHUL-EO-5.14,NY,Kathy Hochul,5.14,extension,"The following executive order extends the state disaster emergency as set forth in Executive Order 5, as continued by Executive Order 5.13, until December 1, 2022.",2022-11-01,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-514-continuing-temporary-suspension-and-modification-laws-related-disaster,https://www.governor.ny.gov/sites/default/files/2022-11/EO_5_14.pdf
NY-KATHYHOCHUL-EO-5.13,NY,Kathy Hochul,5.13,extension,"The following executive order extends the state disaster emergency as set forth in Executive Order 5, as continued by Executive Order 5.12 and do hereby continue the terms, conditions, and suspensions contained in Executive Order 5 and its successors, until November 1, 2022.",2022-10-02,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-513-continuing-temporary-suspension-and-modification-laws-related-disaster,https://www.governor.ny.gov/sites/default/files/2022-10/EO%205.13.pdf
NY-KATHYHOCHUL-EO-5.12,NY,Kathy Hochul,5.12,extension,"The following executive order extends the state disaster emergency as set forth in Executive Order 5, as continued by Executive Order 5.11 and do hereby continue the terms, conditions, and suspensions contained in Executive Order 5 and its successors, until October 2, 2022.",2022-09-02,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-512-continuing-temporary-suspension-and-modification-laws-related-disaster,https://www.governor.ny.gov/sites/default/files/2022-09/EO_5_12.pdf
NY-KATHYHOCHUL-EO-5.11,NY,Kathy Hochul,5.11,extension,"The following executive order extends the state disaster emergency as set forth in Executive Order 5, as continued by Executive Order 5.10 and do hereby continue the terms, conditions, and suspensions contained in Executive Order 5 and its successors, until September 2, 2022.",2022-08-03,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-511-continuing-temporary-suspension-and-modification-laws-related-disaster,https://www.governor.ny.gov/sites/default/files/2022-08/EO_5_11.pdf
NY-KATHYHOCHUL-EO-5.10,NY,Kathy Hochul,5.10,extension,"The following executive order extends the state disaster emergency as set forth in Executive Order 5, as continued by Executive Order 5.9 and do hereby continue the terms, conditions, and suspensions contained in Executive Order 5 and its successors until August 3, 2022.",2022-07-04,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-510-continuing-temporary-suspension-and-modification-laws-related-disaster,https://www.governor.ny.gov/sites/default/files/2022-07/EO_5.10.pdf
NY-KATHYHOCHUL-EO-5.9,NY,Kathy Hochul,5.9,extension,"The following executive order extends the state disaster emergency as set forth in Executive Order 5, as continued by Executive Order 5.8, and do hereby continue the terms, conditions, and suspensions contained in Executive Order 5 and its successors, until July 4, 2022.",2022-06-04,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-59-continuing-temporary-suspension-and-modification-laws-related-disaster,https://www.governor.ny.gov/sites/default/files/2022-06/EO_5.9.pdf
NY-KATHYHOCHUL-EO-5.8,NY,Kathy Hochul,5.8,extension,"The following executive order continues the temporary suspension and modification of laws related to the disaster emergency in the counties of the Bronx, Kings, New York, Richmond and Queens due to the conditions at Rikers Island Correctional Center.",2022-05-05,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-58-continuing-temporary-suspension-and-modification-laws-related-disaster,https://www.governor.ny.gov/sites/default/files/2022-05/EO_5.8.pdf
NY-KATHYHOCHUL-EO-5.7,NY,Kathy Hochul,5.7,extension,"The following executive order continues the temporary suspension and modification of laws related to the disaster emergency in the counties of the Bronx, Kings, New York, Richmond and Queens due to the conditions at Rikers Island Correctional Center.",2022-04-05,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-57-continuing-temporary-suspension-and-modification-laws-related-disaster,https://www.governor.ny.gov/sites/default/files/2022-04/EO_5.7.pdf
NY-KATHYHOCHUL-EO-5.6,NY,Kathy Hochul,5.6,extension,"The following executive order continues the temporary suspension and modification of laws related to the disaster emergency in the counties of the Bronx, Kings, New York, Richmond and Queens due to the conditions at Rikers Island Correctional Center.",2022-03-06,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-56-continuing-temporary-suspension-and-modification-laws-related-disaster,https://www.governor.ny.gov/sites/default/files/2022-03/Executive%20Order%205.6.pdf
NY-KATHYHOCHUL-EO-5.5,NY,Kathy Hochul,5.5,extension,"The following executive order continues the temporary suspension and modification of laws related to the disaster emergency in the counties of the Bronx, Kings, New York, Richmond and Queens due to the conditions at Rikers Island Correctional Center.",2022-02-04,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-55-continuing-temporary-suspension-and-modification-laws-related-disaster,https://www.governor.ny.gov/sites/default/files/2022-02/EO_5.5.pdf
NY-KATHYHOCHUL-EO-5.4,NY,Kathy Hochul,5.4,extension,"The following executive order continues the temporary suspension and modification of laws related to the disaster emergency in the counties of the Bronx, Kings, New York, Richmond and Queens due to the conditions at Rikers Island Correctional Center.",2022-01-05,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-54-continuing-temporary-suspension-and-modification-laws-related-disaster,https://www.governor.ny.gov/sites/default/files/2022-01/EO_5.4.pdf
NY-KATHYHOCHUL-EO-5.3,NY,Kathy Hochul,5.3,extension,"The following executive order continues the temporary suspension and modification of laws related to the disaster emergency in the counties of the Bronx, Kings, New York, Richmond and Queens due to the conditions at Rikers Island Correctional Center.",2021-12-06,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-53-continuing-temporary-suspension-and-modification-laws-related-disaster,https://www.governor.ny.gov/sites/default/files/2021-12/EO_5.3.pdf
NY-KATHYHOCHUL-EO-5.2,NY,Kathy Hochul,5.2,extension,"Continuing the Temporary Suspension and Modification of Laws Related to the Disaster Emergency in the Counties of the Bronx, Kings, New York, Richmond and Queens Due to Conditions at Rikers Island Correctional Center",2021-11-27,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-52-continuing-temporary-suspension-and-modification-laws-related-disaster,https://www.governor.ny.gov/sites/default/files/2021-11/EO_5.2.pdf
NY-KATHYHOCHUL-EO-5.1,NY,Kathy Hochul,5.1,extension,"The state disaster emergency as set forth in Executive Order 5 has been extended until November 27, 2021.",2021-10-28,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-51-continuing-temporary-suspension-and-modification-laws-related-disaster,https://www.governor.ny.gov/sites/default/files/2021-10/EO_5.1.pdf
NY-KATHYHOCHUL-EO-5,NY,Kathy Hochul,5,declaration,"Effective September 28, 2021 and until further notice, a state of emergency has been declared in Bronx, Kings, New York, Richmond and Queens counties due to conditions at Rikers Island Correctional Center.",2021-09-28,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-5-declaration-disaster-emergency-counties-bronx-kings-new-york-richmond-and,https://www.governor.ny.gov/sites/default/files/2021-09/EO_5.pdf
NY-KATHYHOCHUL-EO-4.22,NY,Kathy Hochul,4.22,extension,"Continuing the Declaration of a Statewide Disaster Emergency Due to Healthcare Staffing Shortages in the State of New York until June 22nd, 2023.",2023-06-08,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-422-continuing-declaration-statewide-disaster-emergency-due-healthcare-staffing,https://www.governor.ny.gov/sites/default/files/2023-06/EO_4.22.pdf
NY-KATHYHOCHUL-EO-4.21,NY,Kathy Hochul,4.21,extension,Continuing the Declaration of a Statewide Disaster Emergency Due to Healthcare Staffing Shortages in the State of New York,2023-05-22,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-421-continuing-declaration-statewide-disaster-emergency-due-healthcare-staffing,https://www.governor.ny.gov/sites/default/files/2023-05/EO_4.21.pdf
NY-KATHYHOCHUL-EO-4.20,NY,Kathy Hochul,4.20,extension,Continuing the Declaration of a Statewide Disaster Emergency Due to Healthcare Staffing Shortages in the State of New York.,2023-04-22,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-420-continuing-declaration-statewide-disaster-emergency-due-healthcare-staffing,https://www.governor.ny.gov/sites/default/files/2023-04/EO_4.20.pdf
NY-KATHYHOCHUL-EO-4.19,NY,Kathy Hochul,4.19,extension,Continuing the Declaration of a Statewide Disaster Emergency Due to Healthcare Staffing Shortages in the State of New York,2023-03-23,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-419-continuing-declaration-statewide-disaster-emergency-due-healthcare-staffing,https://www.governor.ny.gov/sites/default/files/2023-03/EO%204.19.pdf
NY-KATHYHOCHUL-EO-4.18,NY,Kathy Hochul,4.18,extension,"Extending the Declaration of a Statewide Disaster Emergency as set forth in Executive Order 4, until March 23, 2023.",2023-02-21,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-418-continuing-declaration-statewide-disaster-emergency-due-healthcare-staffing,https://www.governor.ny.gov/sites/default/files/2023-02/EO_4_18.pdf
NY-KATHYHOCHUL-EO-4.17,NY,Kathy Hochul,4.17,extension,Continuing the Declaration of a Statewide Disaster Emergency Due to Healthcare Staffing Shortages in the State of New York,2023-01-22,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-417-continuing-declaration-statewide-disaster-emergency-due-healthcare-staffing,https://www.governor.ny.gov/sites/default/files/2023-01/EO_4.17.pdf
NY-KATHYHOCHUL-EO-4.16,NY,Kathy Hochul,4.16,extension,Continuing the Declaration of a Statewide Disaster Emergency Due to Healthcare Staffing Shortages in the State of New York,2022-12-23,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-416-continuing-declaration-statewide-disaster-emergency-due-healthcare-staffing,https://www.governor.ny.gov/sites/default/files/2022-12/4_16.pdf
NY-KATHYHOCHUL-EO-4.15,NY,Kathy Hochul,4.15,extension,Continuing the Declaration of a Statewide Disaster Emergency Due to Healthcare Staffing Shortages in the State of New York,2022-11-23,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-415-continuing-declaration-statewide-disaster-emergency-due-healthcare-staffing,https://www.governor.ny.gov/sites/default/files/2022-11/EO_4.15.pdf
NY-KATHYHOCHUL-EO-4.14,NY,Kathy Hochul,4.14,extension,"Extending the Declaration of a Statewide Disaster Emergency as set forth in Executive Order 4, until November 26, 2022.",2022-10-27,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-414-continuing-declaration-statewide-disaster-emergency-due-healthcare-0,https://www.governor.ny.gov/sites/default/files/2022-10/EO_4_14.pdf
NY-KATHYHOCHUL-EO-4.13,NY,Kathy Hochul,4.13,extension,Continuing the Declaration of a Statewide Disaster Emergency Due to Healthcare Staffing Shortages in the State of New York,2022-09-27,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-413-continuing-declaration-statewide-disaster-emergency-due-healthcare-staffing,https://www.governor.ny.gov/sites/default/files/2022-09/EO_4.13.pdf
NY-KATHYHOCHUL-EO-4.12,NY,Kathy Hochul,4.12,extension,Continuing the Declaration of a Statewide Disaster Emergency Due to Healthcare Staffing Shortages in the State of New York,2022-08-28,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-412-continuing-declaration-statewide-disaster-emergency-due-healthcare-staffing,https://www.governor.ny.gov/sites/default/files/2022-08/Executive_Order_4.12.pdf
NY-KATHYHOCHUL-EO-4.11,NY,Kathy Hochul,4.11,extension,"Extending the Declaration of a Statewide Disaster Emergency as set forth in Executive Order 4 through August 28, 2022.",2022-07-29,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-411-continuing-declaration-statewide-disaster-emergency-due-healthcare-staffing,https://www.governor.ny.gov/sites/default/files/2022-07/EO_4.11.pdf
NY-KATHYHOCHUL-EO-4.10,NY,Kathy Hochul,4.10,extension,Continuing the Declaration of a Statewide Disaster Emergency Due to Healthcare Staffing Shortages in the State of New York,2022-06-29,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-410-continuing-declaration-statewide-disaster-emergency-due-healthcare-staffing,https://www.governor.ny.gov/sites/default/files/2022-06/Executive_Order_4.10.pdf
NY-KATHYHOCHUL-EO-4.9,NY,Kathy Hochul,4.9,extension,"The state disaster emergency as set forth in Executive Order 4, as continued in Executive Order 4.8, and continue the terms, conditions, and suspensions contained in Executive Order 4 and its successors through June 29, 2022.",2022-05-30,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-49-continuing-declaration-statewide-disaster-emergency-due-healthcare-staffing,https://www.governor.ny.gov/sites/default/files/2022-05/EO_4.9.pdf
NY-KATHYHOCHUL-EO-4.8,NY,Kathy Hochul,4.8,extension,"The state disaster emergency as set forth in Executive Order 4, as continued in Executive Order 4.6, and continue the terms, conditions, and suspensions contained in Executive Orders 4, 4.1, 4.2, 4.3, 4.4, 4.5, 4.6 and 4.7, has been extended through May 30, 2022.",2022-04-30,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-48-continuing-declaration-statewide-disaster-emergency-due-healthcare-staffing,https://www.governor.ny.gov/sites/default/files/2022-04/Executive%20Order%204.8.pdf
NY-KATHYHOCHUL-EO-4.7,NY,Kathy Hochul,4.7,extension,"The state disaster emergency as set forth in Executive Order 4, as continued in Executive Order 4.6, and continue the terms, conditions, and suspensions contained in Executive Orders 4, 4.1, 4.2, 4.3, 4.4, 4.5, and 4.6, has been extended through April 30, 2022.",2022-03-31,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-47-continuing-declaration-statewide-disaster-emergency-due-healthcare-staffing,https://www.governor.ny.gov/sites/default/files/2022-03/EO_4.7.pdf
NY-KATHYHOCHUL-EO-4.6,NY,Kathy Hochul,4.6,extension,"The state disaster emergency as set forth in Executive Order 4, as continued in Executive Order 4.5, and continue the terms, conditions, and suspensions contained in Executive Orders 4, 4.1, 4.2, 4.3, 4.4, and 4.5, has been extended through March 31, 2022.",2022-03-01,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-46-continuing-declaration-statewide-disaster-emergency-due-healthcare-staffing,https://www.governor.ny.gov/sites/default/files/2022-03/EO_4_6.pdf
NY-KATHYHOCHUL-EO-4.5,NY,Kathy Hochul,4.5,extension,Continuing the Declaration of a Statewide Disaster Emergency Due to Healthcare Staffing Shortages in the State of New York,2022-01-30,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-45-continuing-declaration-statewide-disaster-emergency-due-healthcare-staffing,https://www.governor.ny.gov/sites/default/files/2022-01/EO%204.5_0.pdf
NY-KATHYHOCHUL-EO-4.4,NY,Kathy Hochul,4.4,extension,Continuing the Declaration of a Statewide Disaster Emergency Due to Healthcare Staffing Shortages in the State of New York,2021-12-31,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-44-continuing-declaration-statewide-disaster-emergency-due-healthcare-staffing,https://www.governor.ny.gov/sites/default/files/2021-12/EO%204.4.pdf
NY-KATHYHOCHUL-EO-4.3,NY,Kathy Hochul,4.3,extension,"The state disaster emergency as set forth in Executive Order 4 has been extended until January 25, 2022.",2021-12-26,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-43-continuing-declaration-statewide-disaster-emergency-due-healthcare-staffing,https://www.governor.ny.gov/sites/default/files/2021-12/EO%204.3docx.pdf
NY-KATHYHOCHUL-EO-4.2,NY,Kathy Hochul,4.2,extension,"The state disaster emergency as set forth in Executive Order 4 has been extended until December 26, 2021.",2021-11-26,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-42-continuing-declaration-statewide-disaster-emergency-due-healthcare-staffing,https://www.governor.ny.gov/sites/default/files/2021-11/EO_4.2.pdf
NY-KATHYHOCHUL-EO-4.1,NY,Kathy Hochul,4.1,extension,"The state disaster emergency as set forth in Executive Order 4 has been extended until November 26, 2021.",2021-10-27,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-41-continuing-declaration-statewide-disaster-emergency-due-healthcare-staffing,https://www.governor.ny.gov/sites/default/files/2021-10/EO%204.1.pdf
NY-KATHYHOCHUL-EO-4,NY,Kathy Hochul,4,declaration,"Effective for 30 days from the date of this executive order, a statewide disaster emergency has been declared due to healthcare staffing shortages in the State of New York.",2021-09-27,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-4-declaring-statewide-disaster-emergency-due-healthcare-staffing-shortages-state,https://www.governor.ny.gov/sites/default/files/2021-09/EO_4_Disaster.pdf
NY-KATHYHOCHUL-EO-3.28,NY,Kathy Hochul,3.28,extension,Extension of the State Disaster Emergency as declared in Executive Order 211 and its successors.,2024-01-05,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-328-continuing-declaration-disaster-emergency,https://www.governor.ny.gov/sites/default/files/2024-01/eo_3.28.pdf
NY-KATHYHOCHUL-EO-3.27,NY,Kathy Hochul,3.27,extension,Extension of the State Disaster Emergency as declared in Executive Order 211 and its successors.,2023-12-08,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-327-continuing-declaration-disaster-emergency,https://www.governor.ny.gov/sites/default/files/2023-12/eo_3.27.pdf
NY-KATHYHOCHUL-EO-3.26,NY,Kathy Hochul,3.26,extension,Extension of the state disaster emergency as set forth in Executive Order 211 and its successors.,2023-11-09,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-326-continuing-declaration-disaster-emergency,https://www.governor.ny.gov/sites/default/files/2023-11/EO_3.26.pdf
