declaration_id,state,governor,eo_number,action_type,event_description,date_signed,end_date,weather_related,source_scope,document_format,detail_url,archive_record_url
NY-KATHYHOCHUL-EO-42,NY,Kathy Hochul,42,declaration,"Executive Order 42 declares an emergency in the Counties of Allegany, Erie, Cattaraugus, Chautauqua, Genesee, Herkimer, Jefferson, Lewis, Oswego, St. Lawrence, Wyoming, and contiguous counties and is in effect through December 29, 2024.",2024-11-29,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-42-declaring-disaster-emergency-allegany-erie-cattaraugus-chautauqua-genesee,https://www.governor.ny.gov/sites/default/files/2024-11/executive-order_42.pdf
NY-KATHYHOCHUL-EO-41,NY,Kathy Hochul,41,declaration,Executive Order No. 41 establishes a required annual training for veteran-designated supportive housing providers,2024-11-12,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-41-requiring-annual-training-veteran-designated-supportive-housing-providers,https://www.governor.ny.gov/sites/default/files/2024-11/EO_41.pdf
NY-KATHYHOCHUL-EO-40,NY,Kathy Hochul,40,declaration,"The State of New York has a vested interest in eliminating barriers to employment and recognizes that economic stability including gainful employment is a social determinant of health and an individual’s employment results in tangible and intangible benefits, including the enhancement of independence and economic self-sufficiency, as well as purpose, dignity, self-esteem, and a sense of accomplishment and pride.",2024-09-30,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no40-committing-new-york-be-employment-first-state-increase-competitive-integrated,https://www.governor.ny.gov/sites/default/files/2024-09/eo_40.pdf
NY-KATHYHOCHUL-EO-39.1,NY,Kathy Hochul,39.1,extension,"Extension of the disaster emergency in Suffolk County as set forth in Executive Order 39 until October 20, 2024.",2024-09-20,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-391-declaring-disaster-emergency-county-suffolk,https://www.governor.ny.gov/sites/default/files/2024-09/eo_39.1.pdf
NY-KATHYHOCHUL-EO-39,NY,Kathy Hochul,39,declaration,"Executive Order 39 declares a State Disaster Emergency for the county of Suffolk in effect through September 22, 2024.",2024-08-23,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-39-declaring-disaster-emergency-county-suffolk,https://www.governor.ny.gov/sites/default/files/2024-08/eo_39.pdf
NY-KATHYHOCHUL-EO-38.8,NY,Kathy Hochul,38.8,extension,"Executive Order 38.8 declares a Disaster Emergency for all counties in the State of New York until April 20, 2025.",2025-03-21,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-388-declaration-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2025-03/executive-order_38-8.pdf
NY-KATHYHOCHUL-EO-38.7,NY,Kathy Hochul,38.7,extension,"Executive Order 38.7 declares a Disaster Emergency for all counties in the State of New York until March 21, 2025.",2025-02-19,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-387-declaration-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2025-02/eo_38.7.pdf
NY-KATHYHOCHUL-EO-38.6,NY,Kathy Hochul,38.6,extension,"Executive Order 38.6 declares a Disaster Emergency for all counties in the State of New York until February 23, 2025.",2025-01-24,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-386-declaration-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2025-01/eo_38.6.pdf
NY-KATHYHOCHUL-EO-38.5,NY,Kathy Hochul,38.5,extension,"Extends the State Disaster Emergency as set forth in Executive Order 38 and continues the terms, conditions, and suspensions contained in Executive Order 38 and its successors until January 26, 2025.",2024-12-27,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-385-declaration-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2024-12/executive-order_38.5.pdf
NY-KATHYHOCHUL-EO-38.4,NY,Kathy Hochul,38.4,extension,"Extends the State Disaster Emergency as set forth in Executive Order 38 and continues the terms, conditions, and suspensions contained in Executive Order 38 and its successors until December 27, 2024.",2024-11-27,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-384-declaration-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2024-11/eo_38.4.pdf
NY-KATHYHOCHUL-EO-38.3,NY,Kathy Hochul,38.3,extension,"Extends the State Disaster Emergency as set forth in Executive Order 38 and continues the terms, conditions, and suspensions contained in Executive Order 38 until December 1, 2024.",2024-11-01,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-383-declaration-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2024-11/eo-38.3.pdf
NY-KATHYHOCHUL-EO-38.2,NY,Kathy Hochul,38.2,extension,"Extends the State Disaster Emergency as set forth in Executive Order 38 and do hereby continue the terms, conditions, and suspensions contained in Executive Order 38 and its successor until November 3, 2024.",2024-10-04,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-382-declaration-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2024-10/eo_38.2.pdf
NY-KATHYHOCHUL-EO-38.1,NY,Kathy Hochul,38.1,extension,"Extends the State Disaster Emergency as set forth in Executive Order 38 and do hereby continue the terms, conditions, and suspensions contained in Executive Order 38 until October 6, 2024.",2024-09-06,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-381-declaration-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2024-09/eo_38.1.pdf
NY-KATHYHOCHUL-EO-38,NY,Kathy Hochul,38,declaration,"Executive Order 38 declares a State Disaster Emergency effective August 9, 2024, for the entire State of New York through September 8, 2024.",2024-08-09,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-38-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2024-08/eo_38.pdf
NY-KATHYHOCHUL-EO-37.3,NY,Kathy Hochul,37.3,extension,"Extending Executive Order 37 declaring a State Disaster Emergency for all counties in the State of New York through November 10, 2024.",2024-10-11,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-373-declaration-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2024-10/eo_37.3.pdf
NY-KATHYHOCHUL-EO-37.2,NY,Kathy Hochul,37.2,extension,"Extending Executive Order 37 declaring a State Disaster Emergency for all counties in the State of New York through October 13, 2024.",2024-09-13,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-372-declaration-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2024-09/eo_37.2.pdf
NY-KATHYHOCHUL-EO-37.1,NY,Kathy Hochul,37.1,extension,"Extending Executive Order 37 declaring a State Disaster Emergency for all counties in the State of New York through September 14, 2024.",2024-08-15,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-371-declaration-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2024-08/eo_37.1.pdf
NY-KATHYHOCHUL-EO-37,NY,Kathy Hochul,37,declaration,"No. 37: Declaring a Disaster in the Counties of Albany, Allegany, Bronx, Broome, Cattaraugus, Cayuga, Chautauqua, Chemung, Chenango, Clinton, Columbia, Cortland, Delaware, Dutchess, Erie, Essex, Franklin, Fulton, Genesee, Greene, Hamilton, Herkimer...",2024-07-16,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-37-declaring-disaster-counties-albany-allegany-bronx-broome-cattaraugus-cayuga,https://www.governor.ny.gov/sites/default/files/2024-07/eo-37.pdf
NY-KATHYHOCHUL-EO-36.1,NY,Kathy Hochul,36.1,extension,"Executive Order No. 36, a disaster has heretofore been declared due to a severe storm system which caused power and gas outages, travel disruptions, and road closures within Allegany, Cattaraugus, Cayuga, Chautauqua, Erie, Genesee, Jefferson, Lewis, Livingston, Monroe, Niagara, Ontario, Orleans, Oswego, Wyoming, and contiguous counties",2024-01-17,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-361-declaring-disaster-counties-allegany-cattaraugus-cayuga-chautauqua-erie,https://www.governor.ny.gov/sites/default/files/2024-01/executive_order_36.1.pdf
NY-KATHYHOCHUL-EO-36,NY,Kathy Hochul,36,declaration,"Executive Order 36 declares a State Disaster Emergency to prepare for a severe storm system expected to create hazardous conditions posing an imminent danger to public transportation, utility service, public health, and public safety systems.",2024-01-12,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-36-declaring-disaster-emergency-counties-allegany-cattaraugus-cayuga-chautauqua,https://www.governor.ny.gov/sites/default/files/2024-01/EO_36.pdf
NY-KATHYHOCHUL-EO-35,NY,Kathy Hochul,35,declaration,"Executive Order 35 declares a State Disaster Emergency effective December 22, 2023 to provide enhanced security on public transportation.",2023-12-22,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-35-declaring-emergency-order-appoint-new-jersey-and-connecticut-police-officers,https://www.governor.ny.gov/sites/default/files/2023-12/eo_35.pdf
NY-KATHYHOCHUL-EO-34,NY,Kathy Hochul,34,declaration,Executive Order 34 declares a disaster in Jefferson County after a water main break in Watertown disrupted the supply of water to the entire city.,2023-10-19,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-34-declaring-disaster-county-jefferson,https://www.governor.ny.gov/sites/default/files/2023-10/EO_34.pdf
NY-KATHYHOCHUL-EO-33,NY,Kathy Hochul,33,declaration,"Executive Order 33 declares a disaster emergency after a severe storm created hazardous conditions posing an imminent danger to public transportation, utility service, public health, and public safety systems.",2023-09-29,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-33-declaring-disaster-emergency-counties-bronx-dutchess-kings-nassau-new-york,https://www.governor.ny.gov/sites/default/files/2023-09/EO_33.pdf
NY-KATHYHOCHUL-EO-32,NY,Kathy Hochul,32,declaration,"Executive Order 32 establishes goals for State Agencies to purchase food and food products grown, harvested, or produced in New York.",2023-08-23,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-32-establishing-state-agency-food-purchasing-goals-new-york-state-agricultural,https://www.governor.ny.gov/sites/default/files/2023-08/EO_32.pdf
NY-KATHYHOCHUL-EO-31,NY,Kathy Hochul,31,declaration,Commits New York State to become a model employer for people with disabilities.,2023-07-27,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-31-committing-new-york-state-becoming-model-employer-people-disabilities,https://www.governor.ny.gov/sites/default/files/2023-07/EO_31.pdf
NY-KATHYHOCHUL-EO-30,NY,Kathy Hochul,30,declaration,"Directing State Agencies, Authorities, and Entities to Prioritize the Allocation of Certain Discretionary Funds to Those Localities That Promote the Construction of Housing",2023-07-18,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-30-directing-state-agencies-authorities-and-entities-prioritize-allocation,https://www.governor.ny.gov/sites/default/files/2023-07/EO_30.pdf
NY-KATHYHOCHUL-EO-29.1,NY,Kathy Hochul,29.1,extension,Extension of the State Disaster Emergency as declared in Executive Order 29.,2023-07-10,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-291-declaring-disaster-emergency-several-counties-new-york-state,https://www.governor.ny.gov/sites/default/files/2023-07/EO_29.1.pdf
NY-KATHYHOCHUL-EO-29,NY,Kathy Hochul,29,declaration,"Effective July 9, 2023 and in effect through August 8, 2023, a State Disaster Emergency has been declared for the Counties of Ontario and Orange due to severe thunderstorms and hazardous conditions in New York State.",2023-07-09,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-29-declaring-disaster-emergency-counties-ontario-and-orange,https://www.governor.ny.gov/sites/default/files/2023-07/EO_29.pdf
NY-KATHYHOCHUL-EO-28.25,NY,Kathy Hochul,28.25,extension,"Executive Order 28.24 extends the State Disaster Emergency declared in Executive Order 28 until May 11, 2025.",2025-04-11,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-2825-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2025-04/eo-28.25.pdf
NY-KATHYHOCHUL-EO-28.24,NY,Kathy Hochul,28.24,extension,"Executive Order 28.24 extends the State Disaster Emergency declared in Executive Order 28 until April 12, 2025.",2025-03-13,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-2824-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2025-03/eo_28.24.pdf
NY-KATHYHOCHUL-EO-28.23,NY,Kathy Hochul,28.23,extension,"Executive Order 28.23 extends the State Disaster Emergency as declared in Executive Order 28 until March16, 2025.",2025-02-14,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-2823-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2025-02/eo_28.23.pdf
NY-KATHYHOCHUL-EO-28.22,NY,Kathy Hochul,28.22,extension,"Executive Order 28.22 extends the State Disaster Emergency as declared in Executive Order 28 until February 16, 2025.",2025-01-17,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-2822-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2025-01/executive-order_28.22.pdf
NY-KATHYHOCHUL-EO-28.21,NY,Kathy Hochul,28.21,extension,"Executive Order 28.21 extends the State Disaster Emergency as declared in Executive Order 28 until January 19, 2025.",2024-12-20,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-2821-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2024-12/eo_28.21.pdf
NY-KATHYHOCHUL-EO-28.20,NY,Kathy Hochul,28.20,extension,"Executive Order 28.20 extends the State Disaster Emergency as declared in Executive Order 28 until December 22, 2024.",2024-11-22,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-2820-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2024-11/eo-28.20.pdf
NY-KATHYHOCHUL-EO-28.19,NY,Kathy Hochul,28.19,extension,"Executive Order 28.19 extends the State Disaster Emergency as declared in Executive Order 28 until November 24, 2024.",2024-10-25,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-2819-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2024-10/eo-28_19.pdf
NY-KATHYHOCHUL-EO-28.18,NY,Kathy Hochul,28.18,extension,"Executive Order 28.18 extends the State Disaster Emergency as declared in Executive Order 28 until October 27, 2024.",2024-09-27,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-2818-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2024-09/eo-28.18.pdf
NY-KATHYHOCHUL-EO-28.17,NY,Kathy Hochul,28.17,extension,"Executive Order 28.17 extends the State Disaster Emergency as declared in Executive Order 28 until September 28, 2024.",2024-08-29,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-2817-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2024-08/eo_28.17.pdf
NY-KATHYHOCHUL-EO-28.16,NY,Kathy Hochul,28.16,extension,"Executive Order 28.16 extends the State Disaster Emergency as declared in Executive Order 28 until August 30, 2024.",2024-07-31,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-2816-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2024-07/eo_28.16.pdf
NY-KATHYHOCHUL-EO-28.15,NY,Kathy Hochul,28.15,extension,"Extends the State disaster emergency as declared in Executive Order 28 and its successors until August 01, 2024.",2024-07-02,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-2815-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2024-07/eo_28.15_7.2.24.pdf
NY-KATHYHOCHUL-EO-28.14,NY,Kathy Hochul,28.14,extension,"Extends the State disaster emergency as declared in Executive Order 28 and its successors until July 07, 2024.",2024-06-07,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-2814-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2024-06/eo_28.14.pdf
NY-KATHYHOCHUL-EO-28.13,NY,Kathy Hochul,28.13,extension,"This Executive Order extends the state disaster emergency as declared in Executive Order 28 and its successors until June 9, 2024.",2024-05-10,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-2813-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2024-05/eo_28.13.pdf
NY-KATHYHOCHUL-EO-28.12,NY,Kathy Hochul,28.12,extension,"This Executive Order extends the state disaster emergency as declared in Executive Order 28 and its successors until May 12, 2024.",2024-04-12,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-2812-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2024-04/eo_28.12.pdf
NY-KATHYHOCHUL-EO-28.11,NY,Kathy Hochul,28.11,extension,"This Executive Order extends the state disaster emergency as declared in Executive Order 28 and its successors until April 14, 2024.",2024-03-15,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-2811-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2024-03/eo_28.11.pdf
NY-KATHYHOCHUL-EO-28.10,NY,Kathy Hochul,28.10,extension,"This Executive Order extends the state disaster emergency as declared in Executive Order 28 and its successors until March 17, 2024.",2024-02-16,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-2810-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2024-02/eo_28.10.pdf
NY-KATHYHOCHUL-EO-28.9,NY,Kathy Hochul,28.9,extension,"This Executive Order extends the state disaster emergency as declared in Executive Order 28 and its successors until February 18, 2024.",2024-01-19,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-289-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2024-01/executive_order_28.9.pdf
NY-KATHYHOCHUL-EO-28.8,NY,Kathy Hochul,28.8,extension,"This Executive Order extends the state disaster emergency as declared in Executive Order 28 and its successors until January 19, 2024.",2023-12-20,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-288-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2023-12/eo_28.8.pdf
NY-KATHYHOCHUL-EO-28.7,NY,Kathy Hochul,28.7,extension,Extension of the State Disaster Emergency as declared in Executive Order 28 and its successors.,2023-11-21,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-287-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2023-11/eo_28.7.pdf
NY-KATHYHOCHUL-EO-28.6,NY,Kathy Hochul,28.6,extension,Extension of the State Disaster Emergency as declared in Executive Order 28 and its successors.,2023-10-23,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-286-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2023-10/eo_28_6.pdf
NY-KATHYHOCHUL-EO-28.5,NY,Kathy Hochul,28.5,extension,Extension of the State Disaster Emergency as declared in Executive Order 28 and its successors.,2023-09-24,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-285-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2023-09/EO_28.5.pdf
NY-KATHYHOCHUL-EO-28.4,NY,Kathy Hochul,28.4,extension,Governor Hochul extends Executive Order Declaring State of Emergency for Asylum Seeker Crisis,2023-08-25,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-284-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2023-08/EO-28.4.pdf
NY-KATHYHOCHUL-EO-28.3,NY,Kathy Hochul,28.3,extension,Extension of the State Disaster Emergency as declared in Executive Order 28.,2023-07-26,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-283-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2023-07/EO_28.3.pdf
NY-KATHYHOCHUL-EO-28.2,NY,Kathy Hochul,28.2,extension,Extension of the State Disaster Emergency as declared in Executive Order 28.,2023-06-26,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-282-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2023-06/Executive_Order28.2.pdf
NY-KATHYHOCHUL-EO-28.1,NY,Kathy Hochul,28.1,extension,Extension of the State Disaster Emergency as declared in Executive Order 28.,2023-05-27,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-281-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2023-05/EO_28.1.pdf
NY-KATHYHOCHUL-EO-28,NY,Kathy Hochul,28,declaration,Executive Order 28 allows the State and localities to quickly respond to the anticipated arrivals of asylum seekers.,2023-05-09,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-28-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2023-05/EO_28.pdf
NY-KATHYHOCHUL-EO-27,NY,Kathy Hochul,27,extension,"On March 13, 2023 and continuing thereafter, a Nor’easter is forecast to create hazardous conditions posing an imminent danger to public transportation, utility service, public health, and public safety systems within several upstate NY counties.",2023-03-13,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-27-declaring-disaster-emergency-counties-albany-broome-cayuga-chenango-columbia,https://www.governor.ny.gov/sites/default/files/2023-03/EO_27.pdf
NY-KATHYHOCHUL-EO-26.2,NY,Kathy Hochul,26.2,amendment,"Extension of the State Disaster Emergency as set forth in Executive Order 26 continuing the terms, conditions, and suspensions contained in Executive Order 26 until February 21, 2023.",2023-01-22,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-262-suspension-and-modification-laws-relating-disaster-emergency,https://www.governor.ny.gov/sites/default/files/2023-01/EO_26_2.pdf
NY-KATHYHOCHUL-EO-26.1,NY,Kathy Hochul,26.1,amendment,Suspension and modification of laws relating to the Disaster Emergency set forth in Executive Order 26.,2022-12-27,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-261-suspension-and-modification-laws-relating-disaster-emergency,https://www.governor.ny.gov/sites/default/files/2022-12/eo-26-1.pdf
NY-KATHYHOCHUL-EO-26,NY,Kathy Hochul,26,extension,"On December 22, 2022 and continuing thereafter, a severe winter storm is expected to create hazardous conditions in New York State posing an imminent danger to public transportation, utility service, public health, and public safety systems statewide",2022-12-22,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-26-declaring-disaster-emergency-state-new-york,https://www.governor.ny.gov/sites/default/files/2022-12/Executive_Order_No_26.pdf
NY-KATHYHOCHUL-EO-25,NY,Kathy Hochul,25,declaration,"Declaring an Emergency in Order to Appoint New Jersey and Connecticut Police Officers as Railroad Police Officers to Provide Enhanced Security on Commuter Trains, Buses, and Ferries",2022-12-21,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-25-declaring-emergency-order-appoint-new-jersey-and-connecticut-police-officers,https://www.governor.ny.gov/sites/default/files/2022-12/EO_25.pdf
NY-KATHYHOCHUL-EO-24,NY,Kathy Hochul,24,declaration,Declaring a State Disaster Emergency due to a severe winter storm expected to create hazardous conditions in New York State.,2022-11-17,,True,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-24-declaring-disaster-emergency-counties-cattaraugus-chautauqua-erie-genesee,https://www.governor.ny.gov/sites/default/files/2022-11/EO_24.pdf
NY-KATHYHOCHUL-EO-23,NY,Kathy Hochul,23,declaration,"This Executive Order directs existing and new New York State policies and programs to coordinate to ensure older New Yorkers can live fulfilling lives, in good health, with freedom, dignity and independence to age in place for as long as possible.",2022-11-04,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-23-establishing-new-york-state-master-plan-aging,https://www.governor.ny.gov/sites/default/files/2022-11/EO_23.pdf
NY-KATHYHOCHUL-EO-22,NY,Kathy Hochul,22,declaration,This Executive Order directs New York State agencies to make operations more sustainable.,2022-09-20,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-22-leading-example-directing-state-agencies-adopt-sustainability-and,https://www.governor.ny.gov/sites/default/files/2022-09/EO_22.pdf
NY-KATHYHOCHUL-EO-21.2,NY,Kathy Hochul,21.2,extension,"Continuing the state disaster emergency as set forth in Executive Order 21, until December 8, 2022.",2022-11-08,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-212-continuing-declaration-statewide-disaster-emergency-due-ongoing-spread-polio,https://www.governor.ny.gov/sites/default/files/2022-11/EO_21_2.pdf
NY-KATHYHOCHUL-EO-21.1,NY,Kathy Hochul,21.1,extension,Continuing the Declaration of a Statewide Disaster Emergency due to the ongoing spread of Polio in the State of New York.,2022-10-09,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-211-continuing-declaration-statewide-disaster-emergency-due-ongoing-spread-polio,https://www.governor.ny.gov/sites/default/files/2022-10/EO_21.1.pdf
NY-KATHYHOCHUL-EO-21,NY,Kathy Hochul,21,declaration,Declaring a Disaster in the State of New York due to the spread of Polio.,2022-09-09,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-21-declaring-disaster-state-new-york,https://www.governor.ny.gov/sites/default/files/2022-09/EO_21.pdf
NY-KATHYHOCHUL-EO-20.2,NY,Kathy Hochul,20.2,extension,Continuing the Declaration of a Statewide Disaster Emergency due to the Ongoing Spread of the Monkeypox Virus in the State of New York,2022-09-27,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-202-continuing-declaration-statewide-disaster-emergency-due-ongoing-spread,https://www.governor.ny.gov/sites/default/files/2022-09/EO_20.2.pdf
NY-KATHYHOCHUL-EO-20.1,NY,Kathy Hochul,20.1,extension,Continuing the Declaration of a Statewide Disaster Emergency due to the Ongoing Spread of the Monkeypox Virus in the State of New York,2022-08-28,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-201-continuing-declaration-statewide-disaster-emergency-due-ongoing-spread,https://www.governor.ny.gov/sites/default/files/2022-08/EO_20.1.pdf
NY-KATHYHOCHUL-EO-20,NY,Kathy Hochul,20,declaration,Declaring a Disaster in the State of New York due to the Spread of the Monkeypox Virus,2022-07-29,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-20-declaring-disaster-state-new-york,https://www.governor.ny.gov/sites/default/files/2022-07/EO%2020.pdf
NY-KATHYHOCHUL-EO-19,NY,Kathy Hochul,19,declaration,This Executive Order directs all sworn members of the New York State Police shall ensure that its sworn members are trained and instructed to file an application for an extreme risk protection order in accordance with Article 63-A of the Civil Practice Laws and Rules.,2022-05-18,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-19-directing-state-police-file-extreme-risk-protection-orders,https://www.governor.ny.gov/sites/default/files/2022-05/EO_19.pdf
NY-KATHYHOCHUL-EO-18,NY,Kathy Hochul,18,declaration,This Executive Order directs all New York State agencies and authorities to develop and maintain a plan to identify and confront threats of domestic terrorism that includes racially or ethnically motivated violent extremists.,2022-05-18,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-18-preventing-and-responding-domestic-terrorism,https://www.governor.ny.gov/sites/default/files/2022-05/EO_18.pdf
NY-KATHYHOCHUL-EO-17,NY,Kathy Hochul,17,declaration,This Executive Order directs all New York State agencies and authorities to have a workplace policy on gender-based violence.,2022-04-28,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-17-requiring-adoption-gender-based-violence-and-workplace-policies,https://www.governor.ny.gov/sites/default/files/2022-04/EO_17.pdf
NY-KATHYHOCHUL-EO-16,NY,Kathy Hochul,16,declaration,The State will not permit its activities as a participant in the marketplace to support an unjustified war by Russia and the killing of innocent Ukrainians.,2022-03-17,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-16-prohibiting-state-agencies-and-authorities-contracting-businesses-conducting,https://www.governor.ny.gov/sites/default/files/2022-03/EO_16.pdf
NY-KATHYHOCHUL-EO-15,NY,Kathy Hochul,15,declaration,There shall be established at the Department of State the 400 Years of African American History Commission,2022-03-09,,False,current_complete,pdf,https://www.governor.ny.gov/executive-order/no-15-establishing-400-years-african-american-history-commission,https://www.governor.ny.gov/sites/default/files/2022-03/EO_15.pdf
