declaration_id,hazard_category_override,review_note,source_url
MD-EO-01-01-2023-13,tropical,The official Governor press release identifies EO 01.01.2023.13 as the state-of-emergency declaration issued in preparation for Tropical Storm Ophelia.,https://governor.maryland.gov/news/press-releases/governor-wes-moore-declares-state-emergency
