source_order_id,target_order_id,relationship_type,relationship_text,source_url,target_status
AK-PROC-FF9D0012C7D2A931,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://ready.alaska.gov/Documents/PIO/PressReleases/2025.11.08_Press%20Release%20-%20Governor%20Extends%20West%20Coast%20Storm%20Disaster%20Declaration.pdf,unresolved_no_fabricated_target
AK-PROC-4079EC8F61BA2C2B,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://ready.alaska.gov/Documents/PIO/PressReleases/2025.10.16_%20Governor%20Dunleavy%20amends%202025%20West%20Coast%20Storm%20disaster%20area.pdf,unresolved_no_fabricated_target
AK-PROC-2EBE40E12A91DE66,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://gov.alaska.gov/governor-dunleavy-extends-disaster-declaration-for-west-coast-storms/,unresolved_no_fabricated_target
AK-PROC-FA3F263685BA7B02,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://gov.alaska.gov/governor-dunleavy-amends-disaster-declaration-to-support-west-coast-storm-recovery/,unresolved_no_fabricated_target
AK-PROC-5D55B38199A1814A,,companion_unresolved,Narrow operational relief; general declaration must be checked separately,https://gov.alaska.gov/transportation-infrastructure/,unresolved_no_fabricated_target
AK-PROC-96646E824E820AF0,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://gov.alaska.gov/alaska-governor-mike-dunleavy-signs-sb-58-to-extend-postpartum-medicaid-coverage/,unresolved_no_fabricated_target
