declaration_id,date_signed,event_description,decision,reason,date_evidence,archive_record_url,listing_url,fetch_error
ID-EO-2010-08,,AMENDING AND RESTATING EXECUTIVE ORDER NO. 2009-15 - CONTINUING A SYSTEM FOR ALLOCATING VOLUME CAP FOR RECOVERY ZONE BONDS IN THE STATE CONSISTENT WITH THE PROVISIONS OF THE U.S. INTERNAL REVENUE CODE OF 1986,companion,"Amendment, extension, continuation, or supplementary action; not a separate event",,https://adminrules.idaho.gov/rules/2011/EXOOrders/out/001008-exo.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2010-09,,"ASSIGNMENTS OF ALL-HAZARD MITIGATION, PREPAREDNESS, RESPONSE AND RECOVERY FUNCTIONS TO STATE AGENCIES IN SUPPORT OF LOCAL AND STATE GOVERNMENT RELATING TO EMERGENCIES AND DISASTERS",exclude,"Administrative, public-health, preparedness, or ceremonial action",,https://adminrules.idaho.gov/rules/2011/EXOOrders/out/001009-exo.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2010-10,,ESTABLISHING AN IDAHO MEDICAL HOME COLLABORATIVE TO IMPLEMENT A PATIENT-CENTERED MEDICAL HOME MODEL OF CARE (COLLABORATIVE),exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2011/EXOOrders/out/001010-exo.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2010-11,,REVIEWING THE PREPARATION AND ADMINISTRATION OF IDAHO'S PLAN UNDER THE JUVENILE JUSTICE AND DELINQUENCY PREVENTION ACT,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2011/EXOOrders/out/001011-exo.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2010-12,,ESTABLISHING THE IDAHO COUNCIL ON SUICIDE PREVENTION - REPEALING AND REPLACING EXECUTIVE ORDER NO. 2006-35,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2011/EXOOrders/out/001012-exo.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2011-01,,ESTABLISHING THE BEHAVIORAL HEALTH INTERAGENCY COOPERATIVE,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2012/EXOOrders/2011-01.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2011-02,,ESTABLISHING THE COUNCIL FOR PURCHASES FROM NON-PROFIT BUSINESSES THAT SERVE PEOPLE WITH DISABILITIES,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2012/EXOOrders/2011-02.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2011-03,,"PROHIBITING EXECUTIVE BRANCH DEPARTMENTS, AGENCIES AND INSTITUTIONS OF THE STATE FROM IMPLEMENTING THE PATIENT PROTECTION AND AFFORDABLE CARE ACT",exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2012/EXOOrders/2011-03-exo.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2011-04,,RELATING TO FUNCTIONS OF THE DIVISION OF HUMAN RESOURCES,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2012/EXOOrders/2011-04-exo.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2011-05,,AUTHORIZING THE TRANSFER OF FUNDS TO THE DISASTER EMERGENCY ACCOUNT,review,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2012/EXOOrders/2011-05-exo.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2011-06,,"PROVISIONS FOR STATE COOPERATION WITH FEDERAL INSURANCE ADMINISTRATION UNDER THE NATIONAL FLOOD INSURANCE ACT OF 1968, AS AMENDED",exclude,"Administrative, public-health, preparedness, or ceremonial action",,https://adminrules.idaho.gov/rules/2012/EXOOrders/2011-06-exo.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2011-07,,AUTHORIZING THE ADMINISTRATION OF THE STATE SMALL BUSINESS CREDIT INITIATIVE PROGRAM BY THE IDAHO HOUSING AND FINANCE ASSOCIATION,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2012/EXOOrders/2011-07-exo.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2011-08,,THE LEWIS AND CLARK TRAIL COMMITTEE,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2012/EXOOrders/2011-08-exo.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2011-09,,THE GOVERNOR'S ROADLESS RULE IMPLEMENTATION COMMISSION,exclude,"Administrative, public-health, preparedness, or ceremonial action",,https://adminrules.idaho.gov/rules/2012/EXOOrders/2011-09-exo.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2011-10,,ESTABLISHING THE IDAHO HEALTH PROFESSIONS EDUCATION COUNCIL REPEALING AND REPLACING EXECUTIVE ORDER NO. 2009-07,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2012/EXOOrders/2011-10-exo.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2011-11,,CONTINUING THE IDAHO CRIMINAL JUSTICE COMMISSION,exclude,"Administrative, public-health, preparedness, or ceremonial action",,https://adminrules.idaho.gov/rules/2012/EXOOrders/2011-11-exo.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2011-12,,DESIGNATING THE IDAHO PUBLIC UTILITIES COMMISSION AS THE STATE AGENCY (CLEARINGHOUSE) TO RECEIVE NOTICES OF ENVIRONMENTAL AND ENERGY MATTERS UNDER THE SURFACE TRANSPORTATION BOARD’S IMPLEMENTATION OF THE NATIONAL ENVIRONMENTAL POLICY ACT OF 1969; AND DESIGNATING THE IDAHO PUBLIC UTILITIES COMMISSION AS THE AGENCY TO REPRESENT THE STATE ON MATTERS PERTAINING TO RAILROADS BEFORE THE SURFACE TRANSPORTATION BOARD,exclude,"Administrative, public-health, preparedness, or ceremonial action",,https://adminrules.idaho.gov/rules/2012/EXOOrders/2011-12-exo.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2011-13,,RENEWING THE CERTIFIED PUBLIC MANAGER PROGRAM,companion,"Amendment, extension, continuation, or supplementary action; not a separate event",,https://adminrules.idaho.gov/rules/2012/EXOOrders/2011-13.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2011-14,,ESTABLISHING THE OFFICE OF ENERGY RESOURCES WITHIN THE OFFICE OF THE GOVERNOR REPEALING AND REPLACING EXECUTIVE ORDER 2007-15,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2012/EXOOrders/2011-14.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2011-15,,ESTABLISHING THE EARLY CHILDHOOD COORDINATING COUNCIL,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2012/EXOOrders/2011-15.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2012-01,,ESTABLISHING THE GOVERNOR’S LEADERSHIP IN NUCLEAR ENERGY (LINE) COMMISSION,exclude,"Administrative, public-health, preparedness, or ceremonial action",,https://adminrules.idaho.gov/rules/2013/EXOOrders/2012-01.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2012-02,,ESTABLISHING THE GOVERNOR’S SAGE-GROUSE TASK FORCE,exclude,"Administrative, public-health, preparedness, or ceremonial action",,https://adminrules.idaho.gov/rules/2013/EXOOrders/2012-02.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2012-03,,GOVERNOR’S TASK FORCE FOR CHILDREN AT RISK,exclude,"Administrative, public-health, preparedness, or ceremonial action",,https://adminrules.idaho.gov/rules/2013/EXOOrders/2012-03.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2012-04,,ESTABLISHING THE WORKFORCE DEVELOPMENT COUNCIL FOR PLANNING AND OVERSIGHT OF THE STATE’S WORKFORCE DEVELOPMENT SYSTEM REPEALING AND REPLACING EXECUTIVE ORDER 2010-02,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2013/EXOOrders/2012-04.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2012-05,,CREATING THE BOARD OF JUVENILE CORRECTIONS AND DESIGNATING IT AS THE PRIMARY ADVISORY BODY FOR THE GOVERNOR AND THE DIRECTOR OF THE DEPARTMENT OF JUVENILE CORRECTIONS ON MATTERS PERTAINING TO JUVENILE CORRECTIONS,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2013/EXOOrders/2012-05_REPEALED.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2012-06,,CREATING THE BOARD OF JUVENILE CORRECTIONS AND DESIGNATING IT AS THE PRIMARY ADVISORY BODY FOR THE GOVERNOR AND THE DIRECTOR OF THE DEPARTMENT OF JUVENILE CORRECTIONS ON MATTERS PERTAINING TO JUVENILE CORRECTIONS REPEALING AND REPLACING EXECUTIVE ORDER 2012-05,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2013/EXOOrders/2012-06.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2012-07,,ESTABLISHING THE PACIFIC NORTHWEST ECONOMIC REGION IDAHO COUNCIL,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2013/EXOOrders/2012-07.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2012-08,,CONTINUING THE OFFICE OF ENERGY RESOURCES WITHIN THE OFFICE OF THE GOVERNOR REPEALING AND REPLACING EXECUTIVE ORDER 2011-14,companion,"Amendment, extension, continuation, or supplementary action; not a separate event",,https://adminrules.idaho.gov/rules/2013/EXOOrders/2012-08.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2012-09,,"ALLOCATING VOLUME CAP FOR QUALIFIED ENERGY CONSERVATION BONDS IN IDAHO CONSISTENT WITH THE PROVISIONS OF THE U.S. INTERNAL REVENUE CODE, AS AMENDED",exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2013/EXOOrders/2012-09.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2013-01,,CONTINUING THE IDAHO STRATEGIC ENERGY ALLIANCE REPEALING AND REPLACING EXECUTIVE ORDER 2009-05,exclude,"Administrative, public-health, preparedness, or ceremonial action",,https://adminrules.idaho.gov/rules/2013/EXOOrders/2013-01.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2013-05,,DEFERRED COMPENSATION PROGRAM FOR EMPLOYEES OF THE STATE OF IDAHO REPEALING AND REPLACING EXECUTIVE ORDER NO. 2009-13,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2014/EXOOrders/2013-05.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2013-06,,APPOINTMENT OF MEMBERS OF THE BOARD OF ENVIRONMENTAL QUALITY,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2014/EXOOrders/2013-06.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2013-07,,"ESTABLISHING THE IDAHO VETERANS, SERVICEMEMBERS AND FAMILIES COORDINATION COUNCIL",exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2014/EXOOrders/2013-07.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2014-01,,GOVERNOR’S TASK FORCE ON ZERO-TOLERANCE OF SEXUAL ASSAULT AGAINST INCARCERATED PERSONS,exclude,"Administrative, public-health, preparedness, or ceremonial action",,https://adminrules.idaho.gov/rules/2014/EXOOrders/2014-01.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2015-01,,ESTABLISHING AN IDAHO MILITARY ADVOCACY COMMISSION,exclude,"Administrative, public-health, preparedness, or ceremonial action",,https://adminrules.idaho.gov/rules/2015%20Archive/EXOs/2015-01.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2015-02,,ESTABLISHING THE WORKFORCE DEVELOPMENT COUNCIL FOR PLANNING AND OVERSIGHT OF THE STATE’S WORKFORCE DEVELOPMENT SYSTEM REPEALING AND REPLACING EXECUTIVE ORDER 2010-02,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2015%20Archive/EXOs/2015-02.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2015-03,,AUTHORIZING THE DEPARTMENT OF HEALTH AND WELFARE TO IMPLEMENT A FDA- APPROVED EXPANDED ACCESS PROGRAM FOR TREATMENT-RESISTANT EPILEPSY IN CHILDREN,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2015%20Archive/EXOs/2015-03.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2015-04,,ADOPTING IDAHO’S SAGE-GROUSE MANAGEMENT PLAN,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2015%20Archive/EXOs/2015-04_ExOr_15-8.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2015-05,,AUTHORIZING THE IDAHO HOUSING AND FINANCE ASSOCIATION TO ACT AS THE STATE DESIGNATED ENTITY FOR THE NATIONAL HOUSING TRUST FUND,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2015%20Archive/EXOs/2015-05_ExOr_15-8.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2015-06,,"PROVISIONS FOR STATE COOPERATION WITH THE FEDERAL INSURANCE ADMINISTRATION UNDER THE NATIONAL FLOOD INSURANCE ACT OF 1968, AS AMENDED",exclude,"Administrative, public-health, preparedness, or ceremonial action",,https://adminrules.idaho.gov/rules/2015%20Archive/EXOs/2015-06_ExOr_15-8.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2015-07,,ESTABLISHING THE IDAHO CYBERSECURITY CABINET TASKFORCE,exclude,"Non-weather disaster, public health, administrative, or outside NOAA storm-event scope",,https://adminrules.idaho.gov/rules/2015%20Archive/EXOs/2015-07_ExOr_15-12.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2015-08,,AMENDING AND RESTATING EXECUTIVE ORDER NO. 2010-05 ESTABLISHING THE GOVERNOR’S COMMISSION ON SERVICE AND VOLUNTEERISM,exclude,"Administrative, public-health, preparedness, or ceremonial action",,https://adminrules.idaho.gov/rules/2015%20Archive/EXOs/2015-08_ExOr_15-12.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2015-09,,DESIGNATION OF THE IDAHO WAR ON TERRORISM MEMORIAL,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2015%20Archive/EXOs/2015-09_ExOr_15-12.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2015-10,,CONTINUING THE IDAHO CRIMINAL JUSTICE COMMISSION,exclude,"Administrative, public-health, preparedness, or ceremonial action",,https://adminrules.idaho.gov/rules/2015%20Archive/EXOs/2015-10_ExOr_15-12.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2015-11,,REVIEWING THE PREPARATION AND ADMINISTRATION OF IDAHO'S PLAN UNDER THE JUVENILE JUSTICE AND DELINQUENCY PREVENTION ACT,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2015%20Archive/EXOs/2015-11_ExOr_15-12.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2015-12,,ESTABLISHING THE IDAHO MEDAL OF ACHIEVEMENT,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2015%20Archive/EXOs/2015-12_ExOr_15-12.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2015-13,,EMERGENCY ORDER REGARDING WAIVER OF DIVISION OF BUILDING SAFETY PERMIT FEES,companion,Narrow operational relief; general declaration must be checked separately,,https://adminrules.idaho.gov/rules/2015%20Archive/EXOs/2015-13_ExOr_16-2.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2016-01,,ESTABLISHING THE EARLY CHILDHOOD COORDINATING COUNCIL,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2016%20Archive/ExOs/2016-01_ExOr_16-6.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2016-02,,CONTINUING THE IDAHO HEALTHCARE COALITION,companion,"Amendment, extension, continuation, or supplementary action; not a separate event",,https://adminrules.idaho.gov/rules/2016%20Archive/ExOs/2016-02_ExOr_16-12.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2016-03,,CREATING THE OFFICE OF ENERGY AND MINERAL RESOURCES WITHIN THE OFFICE OF THE GOVERNOR REPEALING AND REPLACING EXECUTIVE ORDER 2012-08,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2016%20Archive/ExOs/2016-03_ExOr_16-12.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2016-04,,CONTINUING THE WORKFORCE DEVELOPMENT COUNCIL FOR PLANNING AND OVERSIGHT OF THE STATE’S WORKFORCE DEVELOPMENT SYSTEM REPEALING AND REPLACING EXECUTIVE ORDER 2015-02,companion,"Amendment, extension, continuation, or supplementary action; not a separate event",,https://adminrules.idaho.gov/rules/2016%20Archive/ExOs/2016-04_ExOr_16-12.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2016-05,,CONTINUING THE LEWIS AND CLARK TRAIL COMMITTEE,companion,"Amendment, extension, continuation, or supplementary action; not a separate event",,https://adminrules.idaho.gov/rules/2016%20Archive/ExOs/2016-05_ExOr_17-2.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2016-06,,CONTINUING THE GOVERNOR’S TASK FORCE FOR CHILDREN AT RISK,exclude,"Administrative, public-health, preparedness, or ceremonial action",,https://adminrules.idaho.gov/rules/2016%20Archive/ExOs/2016-06_ExOr_17-2.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2016-07,,CONTINUING APPOINTMENT OF MEMBERS OF THE BOARD OF ENVIRONMENTAL QUALITY,companion,"Amendment, extension, continuation, or supplementary action; not a separate event",,https://adminrules.idaho.gov/rules/2016%20Archive/ExOs/2016-07_ExOr_17-2.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2017-01,,EXECUTIVE ORDER DECLARING A STATE OF ENERGY EMERGENCY AND TEMPORARILY EXEMPTING CERTAIN CARRIERS FROM HOURS OF SERVICE REGULATIONS UNDER IDAHO LAW TO HELP MEET FUEL DEMANDS,companion,Narrow operational relief; general declaration must be checked separately,,https://adminrules.idaho.gov/rules/2017%20Archive/ExOs/2017-01_ExOr_17-2.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2017-02,,FINDINGS OF THE IDAHO CYBERSECURITY CABINET TASK FORCE,exclude,"Non-weather disaster, public health, administrative, or outside NOAA storm-event scope",,https://adminrules.idaho.gov/rules/2017%20Archive/ExOs/2017-02_ExOr_17-2.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2017-03,,CREATING THE IDAHO STRATEGIC ENERGY ALLIANCE,exclude,"Administrative, public-health, preparedness, or ceremonial action",,https://adminrules.idaho.gov/rules/2017%20Archive/ExOs/2017-03_ExOr_17-6.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2017-04,,CREATING THE INTERAGENCY STUDENT SERVICES SUPPORT COMMITTEE,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2017%20Archive/ExOs/2017-04_ExOr_17-6.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2017-05,,CONTINUING THE IDAHO INVASIVE SPECIES COUNCIL AND REPLACING EXECUTIVE ORDER 2010-14,exclude,"Non-weather disaster, public health, administrative, or outside NOAA storm-event scope",,https://adminrules.idaho.gov/rules/2017%20Archive/ExOs/2017-05_ExOr_17-6.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2017-06,,"ON REVIEWING THE NECESSITY FOR AND THE APPLICABILITY AND PROCESSING OF LICENSURE REQUIREMENTS FOR INDIVIDUALS ENGAGED OR DESIRING TO BE ENGAGED OR EMPLOYED IN TECHNICAL, PROFESSIONAL OR OTHER OCCUPATIONS WITHIN THE STATE OF IDAHO, EMPHASIZING THE EFFECT OF LICENSURE REQUIREMENTS ON IDAHO EMPLOYMENT OPPORTUNITIES",exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2017%20Archive/ExOs/2017-06_ExOr_17-6.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2017-07,,CREATING THE GOVERNOR’S HEALTH CARE ADVISORY PANEL,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2017%20Archive/ExOs/2017-07_ExOr_17-12.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2017-08,,DEFERRED COMPENSATION PROGRAM FOR EMPLOYEES OF THE STATE OF IDAHO; REPEALING AND REPLACING EXECUTIVE ORDER NO. 2013-05,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2017%20Archive/ExOs/2017-08_ExOr_17-12.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2017-09,,EXECUTIVE ORDER DECLARING A STATE OF ENERGY EMERGENCY AND TEMPORARILY EXEMPTING CERTAIN CARRIERS FROM HOURS OF SERVICE REGULATIONS UNDER IDAHO LAW TO HELP MEET FUEL DEMANDS,companion,Narrow operational relief; general declaration must be checked separately,,https://adminrules.idaho.gov/rules/2017%20Archive/ExOs/2017-09_ExOr_17-12.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2017-10,,RE-ESTABLISHING THE IDAHO MEDAL OF ACHIEVEMENT,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2017%20Archive/ExOs/2017-10_ExOr_17-12.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2017-11,,ESTABLISHING THE GOVERNOR’S LEADERSHIP IN NUCLEAR ENERGY (LINE) COMMISSION 3.0,exclude,"Administrative, public-health, preparedness, or ceremonial action",,https://adminrules.idaho.gov/rules/2017%20Archive/ExOs/2017-11_ExOr_17-12.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2017-12,,CONTINUING THE WORKFORCE DEVELOPMENT COUNCIL FOR PLANNING AND OVERSIGHT OF THE STATE’S WORKFORCE DEVELOPMENT SYSTEM; REPEALING AND REPLACING EXECUTIVE ORDER 2016-04,companion,"Amendment, extension, continuation, or supplementary action; not a separate event",,https://adminrules.idaho.gov/rules/2017%20Archive/ExOs/2017-12_ExOr_17-12.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2017-13,,CONTINUING THE WORKFORCE DEVELOPMENT COUNCIL FOR PLANNING AND OVERSIGHT OF THE STATE’S WORKFORCE DEVELOPMENT SYSTEM; AMENDING EXECUTIVE ORDER 2017-12,companion,"Amendment, extension, continuation, or supplementary action; not a separate event",,https://adminrules.idaho.gov/rules/2017%20Archive/ExOs/2017-13_ExOr_18-2.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2018-01,,CREATING THE AUTONOMOUS AND CONNECTED VEHICLE AND DEPLOYMENT COMMITTEE,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2018%20Archive/ExOs/2018-01_ExOr_18-2.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2018-02,,RESTORING CHOICE IN HEALTH INSURANCE FOR IDAHOANS,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2018%20Archive/ExOs/2018-02_ExOr_18-2.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2018-03,,CONTINUING THE IDAHO CRIMINAL JUSTICE COMMISSION,exclude,"Administrative, public-health, preparedness, or ceremonial action",,https://adminrules.idaho.gov/rules/2018%20Archive/ExOs/2018-03_ExOr_18-2.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2018-04,,THE PACIFIC NORTHWEST ECONOMIC REGION IDAHO COUNCIL,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2018%20Archive/ExOs/2018-04_ExOr_18-6.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2018-05,,"CONTINUING A SYSTEM FOR ALLOCATING VOLUME CAP IN THE STATE CONSISTENT WITH PROVISIONS OF TITLE 50, CHAPTER 28, IDAHO CODE, AND THE U.S. INTERNAL REVENUE CODE OF 1986",companion,"Amendment, extension, continuation, or supplementary action; not a separate event",,https://adminrules.idaho.gov/rules/2018%20Archive/ExOs/2018-05_ExOr_18-9.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2018-06,,CONTINUATION OF A STATE HOUSING TAX CREDIT AGENCY,exclude,"Administrative, public-health, preparedness, or ceremonial action",,https://adminrules.idaho.gov/rules/2018%20Archive/ExOs/2018-06_ExOr_18-9.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2018-07,,ESTABLISHING A POLICY FOR NUCLEAR ENERGY PRODUCTION AND MANUFACTURING IN IDAHO,exclude,No event-specific weather declaration confirmed from title,,https://adminrules.idaho.gov/rules/2018%20Archive/ExOs/2018-07_ExOr_18-9.pdf,https://adminrules.idaho.gov/executive-orders/,
ID-EO-2019-01,,LICENSING FREEDOM ACT OF 2019,exclude,No event-specific weather declaration confirmed from title,,https://gov.idaho.gov//wp-content/uploads/2019/01/eo-2019-01.pdf,https://gov.idaho.gov/executive-orders/,
ID-EO-2019-02,,RED TAPE REDUCTION ACT,exclude,No event-specific weather declaration confirmed from title,,https://gov.idaho.gov//wp-content/uploads/2019/01/eo-2019-02.pdf,https://gov.idaho.gov/executive-orders/,
ID-EO-2019-03,,REGIONAL GOVERNMENT EFFICIENCY WORKING GROUP,exclude,No event-specific weather declaration confirmed from title,,https://gov.idaho.gov//wp-content/uploads/2019/04/eo-2019-03.pdf,https://gov.idaho.gov/executive-orders/,
ID-EO-2019-04,,IDAHO MEDAL OF ACHIEVEMENT,exclude,No event-specific weather declaration confirmed from title,,https://gov.idaho.gov//wp-content/uploads/2019/05/eo-2019-04.pdf,https://gov.idaho.gov/executive-orders/,
ID-EO-2019-05,,Executive Order 2019-05: Governor’s Leadership in Nuclear Energy (LINE) Commission,exclude,"Administrative, public-health, preparedness, or ceremonial action",,https://gov.idaho.gov//wp-content/uploads/2019/05/eo-2019-05.pdf,https://gov.idaho.gov/executive-orders/,No usable embedded text; OCR/manual review required
ID-EO-2019-06,,"CONTINUING THE BOARD OF JUVENILE CORRECTIONS, AS THE PRIMARY ADVISORY BODY FOR THE GOVERNOR AND DIRECTOR OF THE DEPARTMENT OF JUVENILE CORRECTIONS ON MATTERS PERTAINING TO JUVENILE CORRECTIONS",companion,"Amendment, extension, continuation, or supplementary action; not a separate event",,https://gov.idaho.gov//wp-content/uploads/2019/05/eo-2019-06.pdf,https://gov.idaho.gov/executive-orders/,
ID-EO-2019-07,,IDAHO BROADBAND TASK FORCE,exclude,"Administrative, public-health, preparedness, or ceremonial action",,https://gov.idaho.gov//wp-content/uploads/2019/05/eo-2019-07.pdf,https://gov.idaho.gov/executive-orders/,
ID-EO-2019-08,,CONTINUING THE WORKFORCE DEVELOPMENT COUNCIL FOR PLANNING AND OVERSIGHT OF THE STATE’S WORKFORCE DEVELOPMENT SYSTEM AMENDING EXECUTIVE ORDER 2017-13,companion,"Amendment, extension, continuation, or supplementary action; not a separate event",,https://gov.idaho.gov//wp-content/uploads/2019/06/eo-2019-08.pdf,https://gov.idaho.gov/executive-orders/,
