declaration_id,hazard_category_override,review_note,source_url
ID-PROC-7D424679AB1F18C1,fire,"Official release explicitly dates signing to Tuesday preceding Wednesday July 29, 2026; Big Grass/Turner fires.",https://gov.idaho.gov/pressrelease/gov-little-declares-fire-disaster-emergency-in-parts-of-idaho-deploys-idaho-national-guard-to-big-grass-fire-in-owyhee-county/
