declaration_id,state,governor,eo_number,action_type,event_description,date_signed,end_date,weather_related,document_format,archive_record_url
MA-EO-320,MA,William Weld,320,administrative,Executive Order (new series) No. 320,1991-10-31,,False,html,https://archives.lib.state.ma.us/entities/journalfile/0c31be90-fff2-4d21-a08a-1ea8362b0f04
MA-EO-319,MA,William Weld,319,administrative,Judicial Nominating Council,1991-10-28,,False,html,https://archives.lib.state.ma.us/entities/journalfile/317363ea-6c0a-450e-8623-53493dbc7d4f
MA-EO-318,MA,William Weld,318,administrative,Executive Order (new series) No. 318,1991-10-28,,False,html,https://archives.lib.state.ma.us/entities/journalfile/9b2b9c77-51fe-42ad-8bc7-4c86995b1322
MA-EO-317,MA,William Weld,317,administrative,Executive Order (new series) No. 317,1991-10-15,,False,html,https://archives.lib.state.ma.us/entities/journalfile/470089af-f5be-4396-a90f-741650a5d80a
MA-EO-316,MA,William Weld,316,administrative,Establishing a Joint State and County Advisory Committee Regarding the Establishment of Boot Camp Correctional Facilities and Programs Within the Commonwealth,1991-09-24,,False,html,https://archives.lib.state.ma.us/entities/journalfile/58fa8363-ad21-4983-ab70-9719c53848f1
MA-EO-315,MA,William Weld,315,administrative,"Implementation of the Developmental Disabilities Act of 1990, P.L. 101-496",1991-09-18,,False,html,https://archives.lib.state.ma.us/entities/journalfile/cb63136f-b93a-41c0-86ab-8c9f073102b7
MA-EO-314,MA,William Weld,314,administrative,Community Service Commission,1991-08-09,,False,html,https://archives.lib.state.ma.us/entities/journalfile/5e39cb88-1e1a-4e44-8471-5f49144b3572
MA-EO-313,MA,William Weld,313,administrative,Governor's Advisory Committee on Women's Issues,1991-08-05,,False,html,https://archives.lib.state.ma.us/entities/journalfile/82068911-a746-4b23-85b6-822fc5db0876
MA-EO-312,MA,William Weld,312,administrative,Establishing a Fort Devens Redevelopment Board,1991-07-26,,False,html,https://archives.lib.state.ma.us/entities/journalfile/9fd70894-2f77-4cd8-9558-502f997c97ab
MA-EO-311,MA,William Weld,311,administrative,Establishing a Joint Commission on the Future of the Beaches of Boston Harbor,1991-07-26,,False,html,https://archives.lib.state.ma.us/entities/journalfile/d75e5254-006d-41e1-8690-a56cf1a26e73
MA-EO-310,MA,William Weld,310,administrative,Executive Order (new series) No. 310,1991-06-04,,False,html,https://archives.lib.state.ma.us/entities/journalfile/4a951005-228d-482f-8d85-9592721fa761
MA-EO-309,MA,William Weld,309,administrative,Public Education Nominating Council,1991-05-20,,False,html,https://archives.lib.state.ma.us/entities/journalfile/d101fcbc-c188-44a0-9abf-33e88e509455
MA-EO-308,MA,William Weld,308,administrative,Governor's Advisory Committee on the Implementation of the Recently Enacted School Choice Legislation,1991-04-29,,False,html,https://archives.lib.state.ma.us/entities/journalfile/8be28bed-c1e2-41e9-bde9-4c0311dac306
MA-EO-307,MA,William Weld,307,administrative,Establishing the Massachusetts Advisory Commission to Commemorate the Bicentennial of the Bill of Rights,1991-04-10,,False,html,https://archives.lib.state.ma.us/entities/journalfile/e9fd66c9-cfc4-40a6-ac29-c2b8ea6b63a2
MA-EO-306,MA,William Weld,306,administrative,"Implementation of the Developmental Disabilities Act of 1984, P.L. 98-527",1991-04-08,,False,html,https://archives.lib.state.ma.us/entities/journalfile/23609bf1-291b-460c-8dd8-808842c5a55d
MA-EO-305,MA,William Weld,305,administrative,Establishing a Harbor Residuals Landfill Siting Advisory Commission,1991-04-01,,False,html,https://archives.lib.state.ma.us/entities/journalfile/b1a9759e-823d-496a-84dd-72954c896193
MA-EO-304,MA,William Weld,304,administrative,Judicial Nominating Council,1991-03-14,,False,html,https://archives.lib.state.ma.us/entities/journalfile/736e980e-86d6-4b09-bca9-3f2ab77f7bb2
MA-EO-303,MA,William Weld,303,administrative,Public Safety and the Seabrook Nuclear Power Station,1991-03-06,,False,html,https://archives.lib.state.ma.us/entities/journalfile/f24acce5-c73a-4c99-8fce-830fe2898f30
MA-EO-302,MA,William Weld,302,administrative,Consideration for Employees Called to Active Military Service for Payment of Accrued Benefits and in the Planning of Reductions in Force,1991-03-02,,False,html,https://archives.lib.state.ma.us/entities/journalfile/57d31425-0e30-4735-b38a-84e459b810c1
MA-EO-301,MA,William Weld,301,administrative,Executive Order (new series) No. 301,1991-02-26,,False,html,https://archives.lib.state.ma.us/entities/journalfile/9c9482f1-2111-4a50-bdb4-aa54cf96c9d7
MA-EO-300,MA,William Weld,300,administrative,Executive Order (new series) No. 300,1991-02-26,,False,html,https://archives.lib.state.ma.us/entities/journalfile/4facc70f-ce4f-4492-a3da-e8a358a27f2f
MA-EO-299,MA,William Weld,299,administrative,Judicial Nominating Council,1991-02-21,,False,html,https://archives.lib.state.ma.us/entities/journalfile/b98d8089-3c3b-4565-b13c-e77b1bbeb1e1
MA-EO-298,MA,William Weld,298,administrative,Industrial Accident Board Nominating Panel,1991-02-21,,False,html,https://archives.lib.state.ma.us/entities/journalfile/cbf96cd4-7546-4bd2-8963-be526aba0bcf
MA-EO-297,MA,William Weld,297,administrative,"Martin Luther King, Jr. Holiday Commission",1991-01-18,,False,html,https://archives.lib.state.ma.us/entities/journalfile/4e6ca80f-f6a5-4f7e-9bae-ae4b87ca94e2
MA-EO-296,MA,William Weld,296,administrative,Executive Branch Hiring,1991-01-03,,False,html,https://archives.lib.state.ma.us/entities/journalfile/8e79cad6-af0b-4347-aabb-de0e2633fe45
MA-EO-295,MA,William Weld,295,administrative,Executive Department Contracts,1991-01-03,,False,html,https://archives.lib.state.ma.us/entities/journalfile/1f9d4ca0-17ee-41de-b4d0-b34557c721ac
MA-EO-294,MA,Michael Dukakis,294,administrative,Governor's Commission on the Benjamin Franklin -Trust Fund,1990-12-31,,False,html,https://archives.lib.state.ma.us/entities/journalfile/a7475ecf-7b69-4239-a934-2616cd0bb10a
MA-EO-293,MA,Michael Dukakis,293,administrative,Policy on Permanent Paper,1990-12-31,,False,html,https://archives.lib.state.ma.us/entities/journalfile/f82771e7-5d3c-4b03-8cb8-30850961e20b
MA-EO-291,MA,Michael Dukakis,291,administrative,"Allocation of Low Income Rental Housing State Housing Credit Ceiling Pursuant to United States Internal Revenue Code Section 42 for the Period Beginning January 1, 1987",1990-12-07,,False,html,https://archives.lib.state.ma.us/entities/journalfile/293b65ab-3150-4733-a32c-b02947a4611a
MA-EO-290,MA,Michael Dukakis,290,administrative,Executive Order (new series) No. 290,1990-09-07,,False,html,https://archives.lib.state.ma.us/entities/journalfile/d543cfdf-abc9-4c40-8a65-faa63743ff0e
MA-EO-289,MA,Michael Dukakis,289,administrative,Open Books and Balanced Budget,1990-09-07,,False,html,https://archives.lib.state.ma.us/entities/journalfile/aa88f3bc-ee29-4dfe-b769-082e7f22ca79
MA-EO-287,MA,Michael Dukakis,287,administrative,Establishment of the Massachusetts Housing Partnership,1990-04-11,,False,html,https://archives.lib.state.ma.us/entities/journalfile/eb5ec7ab-93ea-46be-9e44-e09ee9919841
MA-EO-286,MA,Michael Dukakis,286,administrative,Software Copyright Compliance,1990-01-10,,False,html,https://archives.lib.state.ma.us/entities/journalfile/84f755e7-6f86-4dbc-b6aa-9d7291b26df6
MA-EO-285,MA,Michael Dukakis,285,administrative,Establishment of a Housing Assistance Pilot Program,1990-01-08,,False,html,https://archives.lib.state.ma.us/entities/journalfile/e4f0c19c-49a1-4d48-8814-66dcbc3033cc
MA-EO-284,MA,Michael Dukakis,284,administrative,Higher Education Nominating Council,1989-08-04,,False,html,https://archives.lib.state.ma.us/entities/journalfile/85c7378c-191a-4dc0-a1eb-b420655290e9
MA-EO-283,MA,Michael Dukakis,283,administrative,Governor's Advisory Committee on Information Technology,1989-05-05,,False,html,https://archives.lib.state.ma.us/entities/journalfile/00bcc932-6bcf-4efe-bf7e-437e4114c858
MA-EO-282,MA,Michael Dukakis,282,administrative,Establishing a Public Integrity Policy for the Commonwealth,1989-03-10,,False,html,https://archives.lib.state.ma.us/entities/journalfile/32f5a0f3-5205-46ba-852a-9599583cac36
MA-EO-281,MA,Michael Dukakis,281,administrative,Regulating State Contracts With Companies Doing Business With South Africa or Namibia,1989-01-21,,False,html,https://archives.lib.state.ma.us/entities/journalfile/7d0df3b0-3b8b-49ae-9732-aa5b53903161
MA-EO-280,MA,Michael Dukakis,280,administrative,Alternatives to Juvenile Lock-up Detention,1989-01-20,,False,html,https://archives.lib.state.ma.us/entities/journalfile/bcd7a37b-a815-4fda-bcb2-8a3105e1f4bf
MA-EO-279,MA,Michael Dukakis,279,administrative,Executive Order (new series) No. 279,1988-05-18,,False,html,https://archives.lib.state.ma.us/entities/journalfile/aa2a00d6-97c2-4443-8c9d-b0357b3b8ff6
MA-EO-278,MA,Michael Dukakis,278,administrative,Governor's Advisory Committee on Veteran's Affairs,1987-09-29,,False,html,https://archives.lib.state.ma.us/entities/journalfile/ebb1a54d-3687-4d99-9698-8690f41695e6
MA-EO-276,MA,Michael Dukakis,276,administrative,An Order Establishing the Massachusetts Emergency Response Commission,1987-05-27,,False,html,https://archives.lib.state.ma.us/entities/journalfile/c55c1147-556d-4d2b-aeff-341aa59be3ba
MA-EO-275,MA,Michael Dukakis,275,administrative,"Governor's Commission on Fire Safety, Combustion Toxicity and Combustibility",1987-05-07,,False,html,https://archives.lib.state.ma.us/entities/journalfile/42b8fdd5-bb40-4778-ac8e-fffe8bbba13e
MA-EO-274,MA,Michael Dukakis,274,administrative,Governor's Advisory Committee On Women's Issues,1987-04-24,,False,html,https://archives.lib.state.ma.us/entities/journalfile/398bc3b8-97ea-4c54-a21e-234b28566219
MA-EO-273,MA,Michael Dukakis,273,administrative,Judicial Nominating Council,1987-02-13,,False,html,https://archives.lib.state.ma.us/entities/journalfile/003d54dd-f550-49ae-b8f4-3a5d0ad3bef4
MA-EO-272,MA,Michael Dukakis,272,administrative,Commonwealth of Massachusetts Employees Campaign (COMEC),1987-02-13,,False,html,https://archives.lib.state.ma.us/entities/journalfile/2b41f063-651a-42fd-8f04-66e49dbe9d83
MA-EO-271,MA,Michael Dukakis,271,administrative,"Allocation of Low Income Rental Housing Tax Credit Cap Pursuant to the Tax Reform Act of 1986 for the Period Beginning January 1, 1987",1987-02-12,,False,html,https://archives.lib.state.ma.us/entities/journalfile/39a65505-6bde-4579-a90b-28017eea3342
MA-EO-269,MA,Michael Dukakis,269,administrative,Minority Business Development Commission,1987-01-19,,False,html,https://archives.lib.state.ma.us/entities/journalfile/c3ffa8db-92c7-483d-b2aa-95df8b4caf0b
MA-EO-268,MA,Michael Dukakis,268,administrative,Office of Quality Assurance for the Mental Retardation Consent Decrees,1986-12-29,,False,html,https://archives.lib.state.ma.us/entities/journalfile/7a68cce1-ec69-4c47-b72b-3e32bae835a2
MA-EO-267,MA,Michael Dukakis,267,administrative,Executive Order (new series) No. 267,1986-12-29,,False,html,https://archives.lib.state.ma.us/entities/journalfile/e86b9959-c8b3-41b6-9e3b-9c0f637940bb
MA-EO-266,MA,Michael Dukakis,266,administrative,"Allocation of Private Activity Bond Volume Cap Pursuant to House Resolution 3838 for the Period Beginning August 15, 1986",1986-10-03,,False,html,https://archives.lib.state.ma.us/entities/journalfile/46ba3ac3-bfb7-4841-8913-0356382c231d
MA-EO-265,MA,Michael Dukakis,265,administrative,Executive Order (new series) No. 265,1986-08-22,,False,html,https://archives.lib.state.ma.us/entities/journalfile/146390cd-eb5d-4950-8093-d7d921e3e530
MA-EO-264,MA,Michael Dukakis,264,administrative,"Implementation of the Developmental Disabilities Act of 1984, P.L. 98-527",1986-05-05,,False,html,https://archives.lib.state.ma.us/entities/journalfile/c0cccef5-7821-4852-a931-5c7b98782ff5
MA-EO-263,MA,Michael Dukakis,263,administrative,Allocation of Nonessential Function Bond Volume Cap Pursuant to House Resolution 3838,1986-04-17,,False,html,https://archives.lib.state.ma.us/entities/journalfile/ef3a2403-b227-48c5-a795-4f4cb355079c
MA-EO-262,MA,Michael Dukakis,262,administrative,Allocation of Private Activity Bond Cap,1986-04-17,,False,html,https://archives.lib.state.ma.us/entities/journalfile/c506736e-d1b4-4c20-b9a6-797da0269a6f
MA-EO-261,MA,Michael Dukakis,261,administrative,Private Activity Bond Cap,1986-02-20,,False,html,https://archives.lib.state.ma.us/entities/journalfile/a937cd2b-9c11-4235-83b7-15c40716921d
MA-EO-260,MA,Michael Dukakis,260,administrative,Establishing the Massachusetts Advisory Commission to Commemorate the Bicentennial of the United States Constitution,1986-02-19,,False,html,https://archives.lib.state.ma.us/entities/journalfile/157b3ca2-3ab3-4da9-bfc0-4e592f025111
MA-EO-270,MA,Michael Dukakis,270,administrative,"Allocation of Low Income Rental Housing Tax Credit Cap Pursuant to the Tax Reform Act of 1986 for the Period Beginning January 1, 1987",1986-01-26,,False,html,https://archives.lib.state.ma.us/entities/journalfile/d2c55e9f-9c36-47ca-b518-6e9d94d69b6d
MA-EO-259,MA,Michael Dukakis,259,administrative,Human Resource Center Advisory Council,1986-01-23,,False,html,https://archives.lib.state.ma.us/entities/journalfile/512897e6-b2d0-40cc-ae6e-fc05a1937487
MA-EO-258,MA,Michael Dukakis,258,administrative,Industrial Accident Board Nominating Panel,1986-01-17,,False,html,https://archives.lib.state.ma.us/entities/journalfile/49b0d1c5-a077-4a41-abdd-15875c2d3efa
MA-EO-257,MA,Michael Dukakis,257,administrative,Refugee Policy,1985-10-04,,False,html,https://archives.lib.state.ma.us/entities/journalfile/bccf26ba-6069-4510-a01d-7dbfc55f6b6b
MA-EO-256,MA,Michael Dukakis,256,administrative,Governor's Business Advisory Council,1985-08-13,,False,html,https://archives.lib.state.ma.us/entities/journalfile/3f9d6c5c-0efb-4670-8881-930d88afcf66
MA-EO-255,MA,Michael Dukakis,255,administrative,Governor's Advisory Council on Small Business,1985-07-11,,False,html,https://archives.lib.state.ma.us/entities/journalfile/b6bf9748-4b51-42b6-9b00-0728bd5dd5b4
MA-EO-254,MA,Michael Dukakis,254,administrative,Governor's Advisory Committee on the Impact of the Nuclear Arms Race on Massachusetts,1985-04-25,,False,html,https://archives.lib.state.ma.us/entities/journalfile/60e55732-778a-445a-8c8d-2df347194d53
MA-EO-253,MA,Michael Dukakis,253,administrative,Vietnam Era Veteran's Affirmative Action Program,1985-04-12,,False,html,https://archives.lib.state.ma.us/entities/journalfile/3cfe93c7-d9f2-4b63-b6ea-71d5c755281d
MA-EO-249,MA,Michael Dukakis,249,administrative,Combustion Toxicity and Fire Safety Commission,1985-03-31,,False,html,https://archives.lib.state.ma.us/entities/journalfile/c83d79a1-12bc-4f24-91be-0fea638b79b2
MA-EO-252,MA,Michael Dukakis,252,administrative,Massachusetts State Council on Vocational Education,1985-03-26,,False,html,https://archives.lib.state.ma.us/entities/journalfile/7d6b52ad-8365-4a3d-b384-3b8c50a16614
MA-EO-251,MA,Michael Dukakis,251,administrative,Governor's Commission on Combustion Toxicity and Fire Safety,1985-03-21,,False,html,https://archives.lib.state.ma.us/entities/journalfile/929f5c90-0869-430e-8b36-3e4bb5f50a61
MA-EO-250,MA,Michael Dukakis,250,administrative,Massachusetts Occupational Information Coordinating Committee,1985-02-05,,False,html,https://archives.lib.state.ma.us/entities/journalfile/aa5fe71a-b707-49f0-baf6-02618accc667
MA-EO-248,MA,Michael Dukakis,248,administrative,Allocation of Private Activity Bond Cap,1984-12-31,,False,html,https://archives.lib.state.ma.us/entities/journalfile/e5500d05-f5f6-435f-9e27-a7852986eb3d
MA-EO-247,MA,Michael Dukakis,247,administrative,Massachusetts Occupational Information Coordinating Committee,1984-12-18,,False,html,https://archives.lib.state.ma.us/entities/journalfile/167021d6-7826-43eb-b0b8-86369ceeccdc
MA-EO-246,MA,Michael Dukakis,246,administrative,Executive Order (new series) No. 246,1984-11-02,,False,html,https://archives.lib.state.ma.us/entities/journalfile/70d54b39-fa8c-4701-b010-e625c9ebcae6
MA-EO-245,MA,Michael Dukakis,245,administrative,Allocation of Private Activity Bond Cap,1984-08-30,,False,html,https://archives.lib.state.ma.us/entities/journalfile/e519f6f4-b7c0-4500-a1bc-8cbabeef5c26
MA-EO-244,MA,Michael Dukakis,244,administrative,Services for Mentally Ill Individuals Under Age Twenty-two,1984-07-26,,False,html,https://archives.lib.state.ma.us/entities/journalfile/1fdb3eda-cb5d-4b69-bdb5-c29737ccd284
MA-EO-243,MA,Michael Dukakis,243,administrative,Commonwealth of Massachusetts Employees Campaign (COMEC),1984-07-12,,False,html,https://archives.lib.state.ma.us/entities/journalfile/7a60d6a4-2497-48b9-a040-eb7fb829a64d
MA-EO-242,MA,Michael Dukakis,242,administrative,Executive Order (new series) No. 242,1984-06-28,,False,html,https://archives.lib.state.ma.us/entities/journalfile/f5045a28-3989-4076-94bf-9df72ecae974
MA-EO-241,MA,Michael Dukakis,241,administrative,An Executive Order Regarding the Use of Seat Belts by State Employees and Their Passengers in State Vehicles,1984-06-21,,False,html,https://archives.lib.state.ma.us/entities/journalfile/45f85754-5036-40ce-945d-6ca4165ab3df
MA-EO-240,MA,Michael Dukakis,240,administrative,Sexual Harassment,1984-06-04,,False,html,https://archives.lib.state.ma.us/entities/journalfile/6e3c28a9-88cb-41ac-ab67-02783bf3b541
MA-EO-238,MA,Michael Dukakis,238,administrative,"Declaration of Emergency - Peabody Fire, May 10, 1984",1984-05-11,,False,html,https://archives.lib.state.ma.us/entities/journalfile/7b704eda-089f-4c43-8fbb-7efe075033cb
MA-EO-239,MA,Michael Dukakis,239,administrative,"State of Emergency Due to Major Rain Storm in the Commonwealth of Massachusetts May 31,1984",1984-03-31,,True,html,https://archives.lib.state.ma.us/entities/journalfile/94103b84-7243-48f0-9543-3735af638ca7
MA-EO-237,MA,Michael Dukakis,237,administrative,Minority Business Development,1984-03-19,,False,html,https://archives.lib.state.ma.us/entities/journalfile/c54638e6-5ba1-42ea-a224-ea1a026e796a
MA-EO-236,MA,Michael Dukakis,236,administrative,The Governor's Advisory Council for the State Office of Affirmative Action,1983-12-07,,False,html,https://archives.lib.state.ma.us/entities/journalfile/83c72bff-74f9-450e-9d5b-7e7661bbaa62
MA-EO-235,MA,Michael Dukakis,235,administrative,Executive Order (new series) No. 235,1983-11-10,,False,html,https://archives.lib.state.ma.us/entities/journalfile/67d5b552-f6e5-4e74-b9cc-0443430c3421
MA-EO-234,MA,Michael Dukakis,234,administrative,An Order Revoking Executive Order No. 135 and Creating a New Massachusetts Statewide Health Coordinating Council,1983-10-27,,False,html,https://archives.lib.state.ma.us/entities/journalfile/77a34c29-73b4-4173-8690-b9d34170a5d9
MA-EO-233,MA,Michael Dukakis,233,administrative,Executive Order (new series) No. 233,1983-10-19,,False,html,https://archives.lib.state.ma.us/entities/journalfile/c2c172dc-5b0c-47e6-b016-e2a9132dd62e
MA-EO-232,MA,Michael Dukakis,232,administrative,Designation of an Intergovernmental Review Process,1983-10-19,,False,html,https://archives.lib.state.ma.us/entities/journalfile/478a6217-3024-4802-9524-a48640e39e47
MA-EO-231,MA,Michael Dukakis,231,administrative,Governor's Advisory Committee on Information Processing,1983-09-01,,False,html,https://archives.lib.state.ma.us/entities/journalfile/4ba4c2c7-9403-4bd9-9a8e-c8f0adffdfed
MA-EO-230,MA,Michael Dukakis,230,administrative,Executive Order (new series) No. 230,1983-08-03,,False,html,https://archives.lib.state.ma.us/entities/journalfile/e1263ff4-f353-46e0-a19d-b3c7d3895257
MA-EO-229,MA,Michael Dukakis,229,administrative,Refugee Advisory Council,1983-04-26,,False,html,https://archives.lib.state.ma.us/entities/journalfile/f8b64ac4-d220-4b5d-a299-24789d114807
MA-EO-228,MA,Michael Dukakis,228,administrative,Judicial Nominating Council,1983-03-11,,False,html,https://archives.lib.state.ma.us/entities/journalfile/6cb3f74d-de9c-4b8d-8ec2-cc651c7cdaa0
MA-EO-227,MA,Michael Dukakis,227,amendment,"Governor's Code of Fair Practices, Amending, and Revising Executive Order No. 74, as Amended by Executive Orders No. 116 and No. 117",1983-02-25,,False,html,https://archives.lib.state.ma.us/entities/journalfile/4f34d472-d0ef-4711-8af4-0b7fdc380c28
MA-EO-226,MA,Michael Dukakis,226,administrative,Anti-Crime Council,1983-02-16,,False,html,https://archives.lib.state.ma.us/entities/journalfile/26e8864a-e84b-4a95-87c7-32048c2bc271
MA-EO-225,MA,Michael Dukakis,225,administrative,State of Emergency Executive Order,1983-01-20,,False,html,https://archives.lib.state.ma.us/entities/journalfile/e083cda5-f572-4009-bc7a-d7436d0499b2
MA-EO-224,MA,Michael Dukakis,224,administrative,Executive Order (new series) No. 224,1983-01-06,,False,html,https://archives.lib.state.ma.us/entities/journalfile/ac345cc7-0f5b-4fd9-aec7-5f20552ea703
MA-EO-223,MA,Edward King,223,administrative,Judicial Nominating Commission,1982-12-28,,False,html,https://archives.lib.state.ma.us/entities/journalfile/0e4848e2-3f0b-4f49-81b4-0dc1cc8d0e8d
MA-EO-222,MA,Edward King,222,administrative,State Purchases of Massachusetts Agricultural Products,1982-09-06,,False,html,https://archives.lib.state.ma.us/entities/journalfile/a6a68241-2ed0-478c-a4b0-09ea9782b5bc
MA-EO-221,MA,Edward King,221,administrative,Fire Mobilization Districts,1982-06-30,,False,html,https://archives.lib.state.ma.us/entities/journalfile/ce849607-b206-4775-83e4-459926f6e658
MA-EO-220,MA,Edward King,220,administrative,State Building Code Commission,1982-06-30,,False,html,https://archives.lib.state.ma.us/entities/journalfile/f73b75a1-c747-4b59-84cb-fbd86b205883
MA-EO-219,MA,Edward King,219,administrative,Abolishing the Bay State Skills Commission and Transferring its Remaining Functions and Responsibilities to the Bay State Skills Corporation,1982-06-11,,False,html,https://archives.lib.state.ma.us/entities/journalfile/9c7c934d-3d21-4aa0-85c2-ec310c7667ae
MA-EO-218,MA,Edward King,218,administrative,Women's Business Enterprise Advisory Board,1982-06-11,,False,html,https://archives.lib.state.ma.us/entities/journalfile/fe24012c-9ce9-4533-9059-5071ae9e13c1
MA-EO-217,MA,Edward King,217,administrative,Advisory Committee to Study Cable Television Programming Relative to the Showing of Obscene Material,1982-06-11,,False,html,https://archives.lib.state.ma.us/entities/journalfile/f0b293e6-6282-4fee-bfce-179dff305cad
MA-EO-216,MA,Edward King,216,administrative,Acushnet River Estuary Commission,1982-05-05,,False,html,https://archives.lib.state.ma.us/entities/journalfile/4d237925-a3b1-43f4-8671-90932e5c1de2
MA-EO-215,MA,Edward King,215,administrative,Disbursement of State Development Assistance,1982-03-15,,False,html,https://archives.lib.state.ma.us/entities/journalfile/25351a52-ccb5-48ee-91bd-5bf0fc66b266
MA-EO-214,MA,Edward King,214,administrative,State Employees Day Care Center Survey,1982-03-12,,False,html,https://archives.lib.state.ma.us/entities/journalfile/340be607-8870-4f6c-b94e-f66dabffd889
MA-EO-213,MA,Edward King,213,administrative,Employment Opportunities Through State Contracts,1982-03-10,,False,html,https://archives.lib.state.ma.us/entities/journalfile/eb0e0ae7-0ad8-4ecc-a638-4ac8f3005483
MA-EO-212,MA,Edward King,212,administrative,Governor's Task Force on Alcohol Abuse and Highway Safety,1982-01-07,,False,html,https://archives.lib.state.ma.us/entities/journalfile/1fd744e8-599f-402f-bd77-a8af2af1d639
MA-EO-211,MA,Edward King,211,administrative,The Governor's Emergency Task Force on the Economic Revitalization of the City of Lynn,1981-12-09,,False,html,https://archives.lib.state.ma.us/entities/journalfile/da328ca0-8c9f-4ebc-8435-0afa7883cdfc
MA-EO-210,MA,Edward King,210,administrative,State Building Code Commission,1981-12-07,,False,html,https://archives.lib.state.ma.us/entities/journalfile/80bdfc86-e590-4f16-b02a-e80ad4704731
MA-EO-209,MA,Edward King,209,administrative,Executive Order (new series) No. 209,1981-11-28,,False,html,https://archives.lib.state.ma.us/entities/journalfile/7cb3e891-ee58-443a-8c9b-aa4e2d31bed5
MA-EO-208,MA,Edward King,208,administrative,Abolishing the Massachusetts Post-secondary Education Commission,1981-11-06,,False,html,https://archives.lib.state.ma.us/entities/journalfile/96032269-3854-4ea9-9111-bfbef5c39d7e
MA-EO-207,MA,Edward King,207,administrative,Executive Order (new series) No. 207,1981-11-06,,False,html,https://archives.lib.state.ma.us/entities/journalfile/87013f62-cc1e-4cd6-8f84-aa49afe027ff
MA-EO-205,MA,Edward King,205,administrative,Task Force on the Reorganization of State Government,1981-11-03,,False,html,https://archives.lib.state.ma.us/entities/journalfile/30b745e3-c1cd-43f6-a6c4-2958acec162b
MA-EO-206,MA,Edward King,206,administrative,Block Grant Task Force,1981-10-23,,False,html,https://archives.lib.state.ma.us/entities/journalfile/67a91132-113c-4099-b62e-51bfd0b542e4
MA-EO-204,MA,Edward King,204,administrative,Juvenile Justice Plan for Massachusetts,1981-10-13,,False,html,https://archives.lib.state.ma.us/entities/journalfile/9c160206-46b5-46fc-8fa7-c0d68951e504
MA-EO-203,MA,Edward King,203,administrative,State Building Code Commission,1981-09-25,,False,html,https://archives.lib.state.ma.us/entities/journalfile/c54b2ded-8bb1-400d-87e7-7e9b89e1330d
MA-EO-202,MA,Edward King,202,administrative,State Building Code Commission Rules and Regulations,1981-09-25,,False,html,https://archives.lib.state.ma.us/entities/journalfile/5df03d8a-1a82-4f4e-a64c-96af3bfbe360
MA-EO-201,MA,Edward King,201,administrative,Special Commission on Department of Mental Health Facilities,1981-09-04,,False,html,https://archives.lib.state.ma.us/entities/journalfile/3fd3ca02-fcb5-4ed0-95ed-b994f74367f2
MA-EO-200,MA,Edward King,200,administrative,Sexual Harassment,1981-08-26,,False,html,https://archives.lib.state.ma.us/entities/journalfile/0971768f-902d-4f96-b0b5-131baa87e9fd
MA-EO-199,MA,Edward King,199,administrative,Block Grant Task Force,1981-08-25,,False,html,https://archives.lib.state.ma.us/entities/journalfile/f341d3ef-e4ce-4a3e-a722-327beaec63d9
MA-EO-198,MA,Edward King,198,administrative,Board of Conciliation and Arbitration,1981-07-24,,False,html,https://archives.lib.state.ma.us/entities/journalfile/a53c5365-b6d9-49a0-bed2-b8cdfe847cd0
MA-EO-197,MA,Edward King,197,administrative,Taunton State Hospital Advisory Committee,1981-05-29,,False,html,https://archives.lib.state.ma.us/entities/journalfile/ebcca015-a6c3-4377-9e44-b39700aa906c
MA-EO-195,MA,Edward King,195,administrative,Vendor Contracts,1981-04-27,,False,html,https://archives.lib.state.ma.us/entities/journalfile/1dfa2344-7e9c-44c8-97f7-8799aabb689a
MA-EO-194,MA,Edward King,194,administrative,Governor's Purchasing Advisory Committee,1981-04-24,,False,html,https://archives.lib.state.ma.us/entities/journalfile/20303923-9ba8-41d7-85ef-4030148ec46c
MA-EO-193,MA,Edward King,193,administrative,Executive Order (new series) No. 193,1981-03-19,,False,html,https://archives.lib.state.ma.us/entities/journalfile/d90a7788-964a-45f3-8609-abb9ba3ce8ea
MA-EO-192,MA,Edward King,192,administrative,Providing for an Increase in the Membership of the Bay State Skills Commission,1981-01-15,,False,html,https://archives.lib.state.ma.us/entities/journalfile/5dfc089c-8804-43cf-9758-5fcc56909441
MA-EO-191,MA,Edward King,191,administrative,State of Emergency Resulting From Natural Gas Supply Shortage,1981-01-15,,False,html,https://archives.lib.state.ma.us/entities/journalfile/82be72b9-8c79-4b02-9fab-1e5a6b9faf00
MA-EO-190,MA,Edward King,190,administrative,Regulation of Off-road Vehicle Use on Public Lands Containing Coastal Wetland Resources,1980-12-24,,False,html,https://archives.lib.state.ma.us/entities/journalfile/03cbcaba-d0d6-45bf-9e50-29a7166b3981
MA-EO-189,MA,Edward King,189,administrative,"State of Emergency Executive Order November 18, 1980",1980-11-18,,False,html,https://archives.lib.state.ma.us/entities/journalfile/83b6f344-b706-49ca-8ebd-dae90ba1a7b7
MA-EO-188,MA,Edward King,188,administrative,Increasing the Membership of the Governor's Advisory Committee on Computers and Data Processing,1980-11-08,,False,html,https://archives.lib.state.ma.us/entities/journalfile/9bc687ee-b985-4e60-8aa3-2e062f05ff62
