declaration_id,governor,eo_number,event_description,date_signed,archive_record_url
DE-SOE-2026-02-22-declaration-of-a-state-of-emergency-due-to-a-severe-wint,Matthew Meyer,,Declaration of a State of Emergency Due to a Severe Winter Storm,2026-02-22,https://governor.delaware.gov/state-of-emergency/declaration-of-a-state-of-emergency-due-to-a-severe-winter-storm-02-22-26/
DE-SOE-2026-01-23-declaration-of-a-state-of-emergency-due-to-a-severe-wint,Matthew Meyer,,Declaration of a State of Emergency Due to a Severe Winter Storm,2026-01-23,https://governor.delaware.gov/state-of-emergency/declaration-of-a-state-of-emergency-due-to-a-severe-winter-storm-01-23-26/
