declaration_id,governor,eo_number,event_description,date_signed,archive_record_url
MO-EO-11-06,Jay Nixon,11-06,"Gov. Jay Nixon declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated in response to severe weather that began on April 22, 2011. (Apr. 22)",2011-04-22,https://www.sos.mo.gov/library/reference/orders/2011/eo11_006
MO-EO-12-03,Jay Nixon,12-03,"Gov. Jay Nixon declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated due to severe weather that began on February 28, 2012. (Feb. 29)",2012-02-29,https://www.sos.mo.gov/library/reference/orders/2012/eo12_003
MO-EO-13-05,Jay Nixon,13-05,"Gov. Jay Nixon declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated due to severe weather that began on February 20, 2013. (Feb. 21)",2013-02-21,https://www.sos.mo.gov/library/reference/orders/2013/eo13_005
MO-EO-13-06,Jay Nixon,13-06,"Gov. Jay Nixon declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated in response to severe weather that began on April 10, 2013. (Apr. 10)",2013-04-10,https://www.sos.mo.gov/library/reference/orders/2013/eo13_006
MO-EO-13-07,Jay Nixon,13-07,"Gov. Jay Nixon declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated due to severe weather that began on April 16, 2013. (Apr. 19)",2013-04-19,https://www.sos.mo.gov/library/reference/orders/2013/eo13_007
MO-EO-13-10,Jay Nixon,13-10,"Gov. Jay Nixon declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated due to severe weather that began on May 29, 2013. (May 31)",2013-05-31,https://www.sos.mo.gov/library/reference/orders/2013/eo13_010
MO-EO-13-11,Jay Nixon,13-11,"Gov. Jay Nixon declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated due to severe weather that began on August 2, 2013. (Aug. 6)",2013-08-06,https://www.sos.mo.gov/library/reference/orders/2013/eo13_011
MO-EO-14-04,Jay Nixon,14-04,"Gov. Jay Nixon declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated due to severe weather that began on April 2, 2014. (Apr. 3)",2014-04-03,https://www.sos.mo.gov/library/reference/orders/2014/eo14_04
MO-EO-14-05,Jay Nixon,14-05,"Gov. Jay Nixon declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated due to severe weather that began on May 10, 2014. (May 11)",2014-05-11,https://www.sos.mo.gov/library/reference/orders/2014/eo14_05
MO-EO-14-12,Jay Nixon,14-12,"Gov. Jay Nixon declares a State of Emergency and directs the Missouri State Emergency Operation Plan be activated in response to severe weather that began on September 9, 2014. (Oct. 22)",2014-10-22,https://www.sos.mo.gov/library/reference/orders/2014/eo14_12
MO-EO-15-03,Jay Nixon,15-03,"Gov. Jay Nixon declares a State of Emergency and directs the Missouri State Emergency Operations Plan be activated due to severe weather that began on May 15, 2015. (June 18)",2015-06-18,https://www.sos.mo.gov/library/reference/orders/2015/eo3
