declaration_id,eo_number,title,date_signed,action_type,related_order,hazard_category,archive_record_url
MI-EO-2020-99,2020-99,Executive Order 2020-99: Declaration of state of emergency and state of disaster related to the COVID-19 pandemic - RESCINDED,2020-05-26,amendment,2020-4,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/05/26/executive-order-2020-99
MI-EO-2020-106,2020-106,Executive Order 2020-106: Establishing deadline to redeem property for nonpayment of delinquent property taxes - RESCINDED,2020-05-29,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/05/29/executive-order-2020-106
MI-EO-2020-107,2020-107,Executive Order 2020-107: Michigan Workforce Development Board,2020-05-29,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/05/29/executive-order-2020-107
MI-EO-2020-108,2020-108,"Executive Order 2020-108: Temporary restrictions on entry into health care facilities, residential care facilities, congregate care facilities, and juvenile justice facilities - RESCINDED",2020-06-01,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/01/executive-order-2020-108
MI-EO-2020-109,2020-109,Executive Order 2020-109: Temporary safety measures for food-selling establishments and pharmacies and temporary relief from requirements applicable to the renewal of licenses for the food-service industry - RESCINDED,2020-06-01,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/01/executive-order-2020-109
MI-EO-2020-110,2020-110,"Executive Order 2020-110: Temporary restrictions on certain events, gatherings, and businesses - RESCINDED",2020-06-01,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/01/executive-order-2020-110
MI-EO-2020-111,2020-111,Executive Order 2020-111: Protecting the Food Supply and Migrant and Seasonal Agricultural Workers from the effects of COVID-19 - RESCINDED,2020-06-02,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/02/executive-order-2020-111
MI-EO-2020-112,2020-112,Executive Order 2020-112: Rescission of certain executive orders - RESCINDED,2020-06-03,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/03/executive-order-2020-112
MI-EO-2020-113,2020-113,Executive Order 2020-113: Enhanced authorization of remote means for carrying out state administrative procedures - RESCINDED,2020-06-04,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/04/executive-order-2020-113
MI-EO-2020-114,2020-114,Executive Order 2020-114: Safeguards to protect Michigan's workers from COVID-19 - RESCINDED,2020-06-05,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/05/executive-order-2020-114
MI-EO-2020-115,2020-115,"Executive Order 2020-115: Temporary restrictions on certain events, gatherings, and businesses - RESCINDED",2020-06-05,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/05/executive-order-2020-115
MI-EO-2020-116,2020-116,Executive Order 2020-116: Temporary suspension of youth work permit application requirements - RESCINDED,2020-06-05,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/05/executive-order-2020-116
MI-EO-2020-117,2020-117,Executive Order 2020-117: Expanding child care access during the COVID-19 pandemic - RESCINDED,2020-06-09,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/09/executive-order-2020-117
MI-EO-2020-118,2020-118,Executive Order 2020-118: Temporary prohibition against entry to premises for the purpose of removing or excluding a tenant or mobile home owner from their home - RESCINDED,2020-06-11,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/11/executive-order-2020-118
MI-EO-2020-119,2020-119,Executive Order 2020-119: Temporary COVID-19 protocols for entry into Michigan Department of Corrections facilities and transfers to and from Department custody; temporary recommended COVID-19 protocols and enhanced early-release authorization - RESCINDED,2020-06-12,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/12/executive-order-2020-119
MI-EO-2020-120,2020-120,Executive Order 2020-120: Returning overnight camps to operation - RESCINDED,2020-06-12,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/12/executive-order-2020-120
MI-EO-2020-121,2020-121,Executive Order 2020-121: Michigan Commission on Law Enforcement Standards Executive Reorganization,2020-06-12,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/12/executive-order-2020-121
MI-EO-2020-122,2020-122,Executive Order 2020-122: Ending the extension of case-initiation deadlines - RESCINDED,2020-06-12,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/12/executive-order-2020-122
MI-EO-2020-123,2020-123,Executive Order 2020-123: Enhanced protections for residents and staff of long-term care facilities during the COVID-19 pandemic - RESCINDED,2020-06-15,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/15/executive-order-2020-123
MI-EO-2020-124,2020-124,"Executive Order 2020-124: Temporary enhancements to operational capacity, flexibility, and efficiency of pharmacies - RESCINDED",2020-06-17,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/17/executive-order-2020-124
MI-EO-2020-125,2020-125,Executive Order 2020-125: Clarifying WDCA Eligibility for Workplace Exposure to COVID-19 - RESCINDED,2020-06-17,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/17/executive-order-2020-125
MI-EO-2020-126,2020-126,Executive Order 2020-126: Temporary safety measures for food-selling establishments and pharmacies and temporary relief from requirements applicable to the renewal of licenses for the food-service industry - RESCINDED,2020-06-17,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/17/executive-order-2020-126
MI-EO-2020-127,2020-127,Executive Order 2020-127: Declaration of state of emergency and state of disaster related to the COVID-19 pandemic - RESCINDED,2020-06-18,termination,2020-99,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/18/executive-order-2020-127
MI-EO-2020-128,2020-128,Executive Order 2020-128: Clarifying WDCA Eligibility for Workplace Exposure to COVID-19 - RESCINDED,2020-06-18,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/18/executive-order-2020-128
MI-EO-2020-129,2020-129,Executive Order 2020-129: Temporary authorization of remote participation in public meeting and hearings and temporary relief from monthly meeting requirements for school boards - RESCINDED,2020-06-18,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/18/executive-order-2020-129
MI-EO-2020-130,2020-130,Executive Order 2020-130: Michigan Statewide Independent Living Council - RESCINDED,2020-06-19,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/19/executive-order-2020-130
MI-EO-2020-131,2020-131,"Executive Order 2020-131: Encouraging the use of electronic signatures and remote notarization, witnessing, and visitation during the COVID-19 pandemic - RESCINDED",2020-06-24,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/24/executive-order-2020-131
MI-EO-2020-132,2020-132,Executive Order 2020-132: Enhanced authorization of remote means for carrying out state administrative procedures - RESCINDED,2020-06-25,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/25/executive-order-2020-132
MI-EO-2020-133,2020-133,Executive Order 2020-133: Restarting professional sports - RESCINDED,2020-06-25,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/25/executive-order-2020-133
MI-EO-2020-134,2020-134,Executive Order 2020-134: Eviction diversion program for COVID-19-related debtors - RESCINDED,2020-06-26,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/26/executive-order-2020-134
MI-EO-2020-135,2020-135,Executive Order 2020-135: Creation of Michigan Nursing Homes COVID-19 Preparedness Task Force,2020-06-26,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/26/executive-order-2020-135
MI-EO-2020-136,2020-136,"Executive Order 2020-136: Temporary restrictions on entry into health care facilities, residential care facilities, congregate care facilities, and juvenile justice facilities - RESCINDED",2020-06-26,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/26/executive-order-2020-136
MI-EO-2020-137,2020-137,Executive Order 2020-137: Protecting the Food Supply and Migrant and Seasonal Agricultural Workers from the effects of COVID-19 - RESCINDED,2020-06-29,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/29/executive-order-2020-137
MI-EO-2020-138,2020-138,Executive Order 2020-138: Encouraging the use of telehealth services during the COVID-19 emergency - RESCINDED,2020-06-29,termination,2020-86,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/29/executive-order-2020-138
MI-EO-2020-139,2020-139,"Executive Order 2020-139: Naming the ""Elliott-Larsen Building""",2020-06-30,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/30/executive-order-2020-139
MI-EO-2020-140,2020-140,Executive Order 2020-140: Temporary suspension of youth work permit application requirements - RESCINDED,2020-06-30,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/30/executive-order-2020-140
MI-EO-2020-141,2020-141,Executive Order 2020-141: Providing alternative notice of public hearings under Michigan's tax abatement statutes - RESCINDED,2020-06-30,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/30/executive-order-2020-141
MI-EO-2020-142,2020-142,Executive Order 2020-142: Provision of preK-12 education for the 2020-2021 school year - RESCINDED,2020-06-30,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/06/30/executive-order-2020-142
MI-EO-2020-143,2020-143,Executive Order 2020-143: Closing indoor service at bars - RESCINDED,2020-07-01,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/07/01/executive-order-2020-143
MI-EO-2020-144,2020-144,Executive Order 2020-144: Restoring Water Service to Occupied Residences during the COVID-19 Pandemic - RESCINDED,2020-07-15,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/07/15/executive-order-2020-144
MI-EO-2020-145,2020-145,Executive Order 2020-145: Safeguards to Protect Michigan's Workers from COVID-19,2020-07-15,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/07/15/executive-order-2020-145
MI-EO-2020-146,2020-146,Executive Order 2020-146: Temporary COVID-19 protocols for entry into Michigan Department of Corrections facilities and transfers to and from Department custody; temporary recommended COVID-19 protocols and enhanced early-release authorization - RESCINDED,2020-07-15,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/07/15/executive-order-2020-146
MI-EO-2020-147,2020-147,Executive Order 2020-147: Masks - RESCINDED,2020-07-15,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/07/15/executive-order-2020-147
MI-EO-2020-148,2020-148,Executive Order 2020-148: Enhanced protections for residents and staff of long-term care facilities during the COVID-19 pandemic - RESCINDED,2020-07-15,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/07/15/executive-order-2020-148
MI-EO-2020-149,2020-149,Executive Order 2020-149: Temporary safety measures for food-selling establishments and pharmacies and temporary relief from requirements applicable to the renewal of licenses for the food-service industry - RESCINDED,2020-07-15,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/07/15/executive-order-2020-149
MI-EO-2020-150,2020-150,Executive Order 2020-150: Temporary and limited relief from certain licensing and certification requirements applicable to COVID-19 response - RESCINDED,2020-07-15,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/07/15/executive-order-2020-150
MI-EO-2020-151,2020-151,Executive Order 2020-151: Declaration of state of emergency and state of disaster related to the COVID-19 pandemic - RESCINDED,2020-07-15,amendment,2020-4,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/07/15/executive-order-2020-151
MI-EO-2020-152,2020-152,Executive Order 2020-152: Training of pharmacists - RESCINDED,2020-07-16,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/07/16/executive-order-2020-152
MI-EO-2020-153,2020-153,Executive Order 2020-153: Masks - RESCINDED,2020-07-29,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/07/29/executive-order-2020-153
MI-EO-2020-154,2020-154,Executive Order 2020-154: Alternative means to conduct government business during the COVID-19 pandemic - RESCINDED,2020-07-29,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/07/29/executive-order-2020-154
MI-EO-2020-156,2020-156,"Executive Order 2020-156: Temporary restrictions on entry into health care facilities, residential care facilities, congregate care facilities, and juvenile justice facilities - RESCINDED",2020-07-29,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/07/29/executive-order-2020-156
MI-EO-2020-157,2020-157,Executive Order 2020-157: Temporary suspension of youth work permit application requirements - RESCINDED,2020-07-29,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/07/29/executive-order-2020-157
MI-EO-2020-158,2020-158,"Executive Order 2020-158: Encouraging the use of electronic signatures and remote notarization, witnessing, and visitation during the COVID-19 pandemic - RESCINDED",2020-07-29,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/07/29/executive-order-2020-158
MI-EO-2020-159,2020-159,Executive Order 2020-159: Amending the fire code to accommodate new instruction spaces - RESCINDED,2020-07-29,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/07/29/executive-order-2020-159
MI-EO-2020-160,2020-160,Executive Order 2020-160: Amended Safe Start Order - RESCINDED,2020-07-30,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/07/30/executive-order-2020-160
MI-EO-2020-161,2020-161,Executive Order 2020-161: Safeguards to protect Michigan's workers from COVID-19 - RESCINDED,2020-07-30,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/07/30/executive-order-2020-161
MI-EO-2020-162,2020-162,Executive Order 2020-162: Amendment to Executive Order 2020-160 - RESCINDED,2020-08-04,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/08/04/executive-order-2020-162
MI-EO-2020-163,2020-163,Executive Order 2020-163: Black Leadership Advisory Council,2020-08-05,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/08/05/executive-order-2020-163
MI-EO-2020-165,2020-165,Executive Order 2020-165: Declaration of state of emergency and state of disaster related to the COVID-19 pandemic - RESCINDED,2020-08-07,termination,2020-151,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/08/07/executive-order-2020-165
MI-EO-2020-166,2020-166,"Executive Order 2020-166: Protecting workers who stay home, stay safe when they or their close contacts are sick - RESCINDED",2020-08-07,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/08/07/executive-order-2020-166
MI-EO-2020-167,2020-167,Executive Order 2020-167: Food Security Council,2020-08-11,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/08/11/executive-order-2020-167
MI-EO-2020-168,2020-168,Executive Order 2020-168: Temporary safety measures for food-selling establishments and pharmacies and temporary relief from requirements applicable to the renewal of licenses for the food-service industry - RESCINDED,2020-08-11,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/08/11/executive-order-2020-168
MI-EO-2020-169,2020-169,Executive Order 2020-169: Enhanced protections for residents and staff of long-term care facilities during the COVID-19 pandemic - RESCINDED,2020-08-20,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/08/20/executive-order-2020-169
MI-EO-2020-170,2020-170,Executive Order 2020-170: Temporary COVID-19 protocols for entry into Michigan Department of Corrections facilities and transfers to and from Department custody; temporary recommended COVID-19 protocols and enhanced early-release authorization - RESCINDED,2020-08-20,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/08/20/executive-order-2020-170
MI-EO-2020-171,2020-171,Executive Order 2020-171: Michigan Women's Commission Executive Reorganization,2020-08-26,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/08/26/executive-order-2020-171
MI-EO-2020-172,2020-172,"Executive Order 2020-172: Protecting workers who stay home, stay safe when they or their close contacts are sick - RESCINDED",2020-08-27,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/08/27/executive-order-2020-172
MI-EO-2020-173,2020-173,"Executive Order 2020-173: Encouraging the use of electronic signatures and remote notarization, witnessing, and visitation during the COVID-19 pandemic - RESCINDED",2020-09-01,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/09/01/executive-order-2020-173
MI-EO-2020-174,2020-174,"Executive Order 2020-174: Temporary restrictions on entry into health care facilities, residential care facilities, congregate care facilities, and juvenile justice facilities - RESCINDED",2020-09-01,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/09/01/executive-order-2020-174
MI-EO-2020-175,2020-175,Executive Order 2020-175: Safeguards to protect Michigan's workers from COVID-19 - RESCINDED,2020-09-03,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/09/03/executive-order-2020-175
MI-EO-2020-176,2020-176,Executive Order 2020-176: Safe Start - RESCINDED,2020-09-03,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/09/03/executive-order-2020-176
MI-EO-2020-177,2020-177,Executive Order 2020-177: Declaration of state of emergency and state of disaster related to the COVID-19 pandemic - RESCINDED,2020-09-08,amendment,2020-4,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/09/08/executive-order-2020-177
MI-EO-2020-178,2020-178,Executive Order 2020-178: Temporary safety measures for food-selling establishments and pharmacies and temporary relief from requirements applicable to the renewal of licenses for the food-service industry - RESCINDED,2020-09-08,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/09/08/executive-order-2020-178
MI-EO-2020-179,2020-179,Executive Order 2020-179: Enhanced protections for residents and staff of long-term care facilities during the COVID-19 pandemic - RESCINDED,2020-09-08,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/09/08/executive-order-2020-179
MI-EO-2020-180,2020-180,Executive Order 2020-180: Amendment to the Safe Start order - RESCINDED,2020-09-11,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/09/11/executive-order-2020-180
MI-EO-2020-181,2020-181,Executive Order 2020-181: Amendment to the Safe Start order - RESCINDED,2020-09-14,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/09/14/executive-order-2020-181
MI-EO-2020-182,2020-182,"Executive Order 2020-182: Council on Climate Solutions Department of Environment, Great Lakes, and Energy",2020-09-23,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/09/23/executive-order-2020-182
MI-EO-2020-183,2020-183,Executive Order 2020-183: Safe Start - RESCINDED,2020-09-25,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/09/25/executive-order-2020-183
MI-EO-2020-184,2020-184,Executive Order 2020-184: Safeguards to protect Michigan's workers from COVID-19 - RESCINDED,2020-09-25,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/09/25/executive-order-2020-184
MI-EO-2020-185,2020-185,Executive Order 2020-185: Amendment to the Provision of PreK-12 education for the 2020-2021 school year order - RESCINDED,2020-09-25,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/09/25/executive-order-2020-185
MI-EO-2020-186,2020-186,Executive Order 2020-186: Declaration of state of emergency and state of disaster related to the COVID-19 pandemic - RESCINDED,2020-09-30,amendment,2020-4,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/09/30/executive-order-2020-186
MI-EO-2020-187,2020-187,"Executive Order 2020-187: Encouraging the use of electronic signatures and remote notarization, witnessing, and visitation during the COVID-19 pandemic - RESCINDED",2020-09-30,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/09/30/executive-order-2020-187
MI-EO-2020-188,2020-188,"Executive Order 2020-188: Temporary restrictions on entry into health care facilities, residential care facilities, congregate care facilities, and juvenile justice facilities - RESCINDED",2020-09-30,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/09/30/executive-order-2020-188
MI-EO-2020-189,2020-189,Executive Order 2020-189: Temporary COVID-19 protocols for entry into Michigan Department of Corrections facilities and transfers to and from Department custody; temporary recommended COVID-19 protocols and enhanced early-release authorization - RESCINDED,2020-09-30,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/09/30/executive-order-2020-189
MI-EO-2020-190,2020-190,Executive Order 2020-190: Temporary safety measures for food-selling establishments and pharmacies and temporary relief from requirements applicable to the renewal of licenses for the food-service industry - RESCINDED,2020-09-30,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/09/30/executive-order-2020-190
MI-EO-2020-192,2020-192,Executive Order 2020-192: Moving Region 8 to Phase 4 of the MI Safe Start Plan,2020-10-02,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/10/02/executive-order-2020-192
MI-EO-2020-193,2020-193,Executive Order 2020-193: Protect Michigan Commission,2020-12-10,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2020/12/10/executive-order-2020-193-protect-michigan-commission
MI-EO-2021-1,2021-1,Executive Order 2021-1: Michigan Council for Rehabilitation Services Department of Labor and Economic Opportunity,2021-03-01,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2021/03/01/executive-order-2021-1-michigan-council-for-rehabilitation-services-department-of-labor-and-economi
MI-EO-2021-2,2021-2,Executive Order 2021-2: COVID-19 Student Recovery Advisory Council,2021-03-01,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2021/03/01/executive-order-2021-2-covid-19-student-recovery-advisory-council
MI-EO-2021-3,2021-3,Executive Order 2021-3: Declaration of State of Energy Emergency,2021-03-01,operational,,winter,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2021/03/01/executive-order-2021-3-declaration-of-state-of-energy-emergency
MI-EO-2021-4,2021-4,Executive Order 2021-4 Task Force on Forensic Science,2021-04-02,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2021/04/02/executive-order-2021-4-task-force-on-forensic-science
MI-EO-2021-5,2021-5,"Executive Order 2021-5: Michigan Jail Reform Advisory Council Department of Technology, Management and Budget",2021-04-21,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2021/04/21/executive-order-2021-5-michigan-jail-reform-advisory-council-department-of-technology-management-an
MI-EO-2021-6,2021-6,Executive Order 2021-6: Task Force on Juvenile Justice Reform,2021-06-09,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2021/06/09/executive-order-2021-6-task-force-on-juvenile-justice-reform
MI-EO-2021-7,2021-7,Executive Order 2021-7: Declaration of State of Emergency,2021-06-29,declaration,,flood,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2021/06/29/executive-order-2021-7-declaration-of-state-of-emergency
MI-EO-2021-8,2021-8,Executive Order 2021-8: Declaration of State of Emergency,2021-07-08,amendment,2021-7,flood,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2021/07/08/executive-order-2021-8-declaration-of-state-of-emergency
MI-EO-2021-9,2021-9,Executive Order 2021-9: Declaration of State of Emergency,2021-08-02,declaration,,severe_storm,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2021/08/02/executive-order-2021-9-declaration-of-state-of-emergency
MI-EO-2021-10,2021-10,Executive Order 2021-10: Declaration of State of Emergency,2021-08-05,declaration,,severe_storm,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2021/08/05/executive-order-2021-10-declaration-of-state-of-emergency
MI-EO-2021-11,2021-11,Executive Order 2021-11: Declaration of State of Emergency,2021-08-24,declaration,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2021/08/24/executive-order-2021-11-declaration-of-state-of-emergency
MI-EO-2021-12,2021-12,Executive Order 2021-12: Declaration of State of Emergency,2021-08-24,declaration,,wind,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2021/08/24/executive-order-2021-12-declaration-of-state-of-emergency
MI-EO-2021-13,2021-13,Executive Order 2021-13: Declaration of State of Emergency,2021-09-03,declaration,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2021/09/03/executive-order-2021-13-declaration-of-state-of-emergency
MI-EO-2021-14,2021-14,Executive Order No. 2021-14: Department of Health and Human Services Executive Reorganization,2021-10-14,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2021/10/14/executive-order-no--2021-14-department-of-health-and-human-services-executive-reorganization
MI-EO-2021-15,2021-15,Executive Order 2021-15: Nursing Home Workforce Stabilization Council,2021-12-14,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2021/12/14/executive-order-2021-15-nursing-home-workforce-stabilization-council
MI-EO-2021-16,2021-16,Executive Order 2021-16: Unemployment Insurance Fraud Response Team,2021-12-29,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2021/12/29/executive-order-2021-16-unemployment-insurance-fraud-response-team
MI-EO-2022-1,2022-1,Executive Order 2022-1: Executive Reorganization,2022-02-14,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2022/02/14/executive-order-no-2022-1
MI-EO-2022-2,2022-2,Executive Order 2022-2: Declaration of State of Emergency,2022-05-20,declaration,,severe_storm,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2022/05/20/executive-order-2022-2--declaration-of-state-of-emergency
MI-EO-2022-3,2022-3,Executive Order 2022-3: Declaration of State of Emergency,2022-06-24,declaration,,flood,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2022/06/24/executive-order-2022-3-declaration-of-state-of-emergency
MI-EO-2022-4,2022-4,Executive Order 2022-4: Unavailability of Interstate Extradition,2022-07-13,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2022/07/13/executive-order-2022-4-unavailability-of-interstate-extradition
MI-EO-2022-5,2022-5,Executive Order 2022-5: Michigan Parents’ Council Michigan Department of Education,2022-07-15,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2022/07/15/executive-order-2022-5--michigan-parents-council--michigan-department-of-education
MI-EO-2022-6,2022-6,Executive Order 2022-6: Declaration of State of Emergency,2022-07-18,declaration,,severe_storm,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2022/07/18/executive-order-2022-6--declaration-of-state-of-emergency
MI-EO-2022-7,2022-7,Executive Order 2022-7: Michigan Committee on Juvenile Justice,2022-08-02,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2022/08/02/executive-order-2022-7-michigan-committee-on-juvenile-justice
MI-EO-2022-8,2022-8,Executive Order 2022-8: Declaration of State of Emergency,2022-08-14,declaration,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2022/08/14/executive-order-2022-8--declaration-of-state-of-emergency
MI-EO-2022-9,2022-9,Executive Order 2022-9: Declaration of State of Energy Emergency,2022-08-27,operational,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2022/08/27/executive-order-2022-9-declaration-of-state-of-energy-emergency
MI-EO-2022-10,2022-10,Executive Order 2022-10: Statewide Housing Partnership,2022-09-07,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2022/09/07/executive-order-2022-10
MI-EO-2022-11,2022-11,Executive Order 2022-11: Michigan Center for Data and Analytics,2022-09-21,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2022/09/21/executive-order-2022-11
MI-EO-2022-12,2022-12,Executive Order 2022-12: Michigan Opioids Task Force,2022-09-29,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2022/09/29/executive-order-2022-12
MI-EO-2022-13,2022-13,Executive Order 2022-13: Declaration of State of Emergency,2022-10-13,declaration,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2022/10/13/executive-order-2022-13
MI-EO-2022-14,2022-14,Executive Order 2022-14: Juvenile Residential Facilities Advisory Committee,2022-10-20,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2022/10/20/executive-order-2022-14
MI-EO-2023-1,2023-1,Executive Order 2023-1: Community Development Block Grants,2023-02-06,other,,,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2023/02/06/executive-order-2023-1-community-development-block-grants
MI-EO-2023-2,2023-2,Executive Order 2023-2: Declaration of State of Emergency,2023-04-14,declaration,,flood,https://www.michigan.gov/whitmer/news/state-orders-and-directives/2023/04/14/executive-order-20232-declaration-of-state-of-emergency
