declaration_id,governor,eo_number,event_description,date_signed,archive_record_url
IA-PROC-2025-13,Kimberly K. Reynolds,2025-13,"Severe Weather occurring on April 18, 2025 (Buena Vista, Fremont, Page, and Plymouth Counties)",2025-04-18,https://homelandsecurity.iowa.gov/media/628/download?inline
IA-PROC-2025-15,Kimberly K. Reynolds,2025-15,"Severe Weather occurring on June 11, 2025 (Osceola and Palo Alto Counties)",2025-06-13,https://homelandsecurity.iowa.gov/media/660/download?inline
IA-PROC-2025-16,Kimberly K. Reynolds,2025-16,"Severe Weather occurring on July 10, 2025 (Scott County)",2025-07-14,https://homelandsecurity.iowa.gov/media/690/download?inline
IA-PROC-2025-17,Kimberly K. Reynolds,2025-17,"Severe Weather occurring on July 28, 2025 (Hancock, O'Brien, Osceola, Sioux Counties)",2025-07-29,https://homelandsecurity.iowa.gov/media/704/download?inline
IA-PROC-2025-18,Kimberly K. Reynolds,2025-18,"Severe Weather occurring on July 28, 2025 and continuing (Buena Vista, Cerro Gordo, Clay, Dickinson, Lyon, Palo Alto, Worth Counties)",2025-07-30,https://homelandsecurity.iowa.gov/media/705/download?inline
IA-PROC-2025-19,Kimberly K. Reynolds,2025-19,"Severe Weather and Flooding occurring on July 17, 2025 (Hancock County)",2025-07-31,https://homelandsecurity.iowa.gov/media/707/download?inline
IA-PROC-2025-20,Kimberly K. Reynolds,2025-20,"Severe Weather occurring on July 28, 2025 and continuing (Plymouth County)",2025-07-31,https://homelandsecurity.iowa.gov/media/708/download?inline
IA-PROC-2025-21,Kimberly K. Reynolds,2025-21,"Severe Weather and Flooding occurring on August 17, 2025 (Chickasaw, Winnebago, Winneshiek Counties)",2025-08-20,https://homelandsecurity.iowa.gov/media/716/download?inline
IA-PROC-2026-03,Kimberly K. Reynolds,2026-03,Severe Weather Occurring on April 2 and continuing(Wapello County),2026-04-06,https://governor.iowa.gov/proclamation-disaster-emergency?utm_medium=email&utm_source=govdelivery
IA-PROC-2026-04,Kimberly K. Reynolds,2026-04,"Severe Weather Occurring on April 13 and continuing(Buchanan, Clay, Henry, Palo Alto and Plymouth Counties)",2026-04-15,https://governor.iowa.gov/proclamation-disaster-emergency-five-iowa-counties-due-severe-weather
IA-PROC-2026-05,Kimberly K. Reynolds,2026-05,"Severe Weather Occurring on April 13 and continuing(Carroll, Crawford, Grundy, Harrison, and Washington Counties)",2026-04-20,https://governor.iowa.gov/proclamation-disaster-emergency-april-20-2026
IA-PROC-2026-07,Kimberly K. Reynolds,2026-07,"Severe Weather Occurring on May 15 and continuing(Emmet, Hancock, Palo Alto, Plymouth, Pocahontas, Winnebago, Woodbury, and Worth Counties)",2026-05-20,https://governor.iowa.gov/proclamation-disaster-emergency-may-20-2026
IA-PROC-2026-08,Kimberly K. Reynolds,2026-08,"Severe Weather Occurring on May 15 and continuing(Cherokee, Clay, Kossuth, Montgomery, and Ringgold Counties)",2026-05-22,https://governor.iowa.gov/proclamation-disaster-emergency-may-22-2026
IA-PROC-2026-10,Kim Reynolds,2026-10,"Severe Weather Occurring on June 5 and continuing(Adams, Dubuque, Madison, Mills, Montgomery, Page, Pottawattamie, Ringgold, Taylor, Union, and Wapello Counties)",2026-06-12,https://governor.iowa.gov/media/581/download?inline
IA-PROC-2026-11,Kimberly K. Reynolds,2026-11,Severe Weather Occurring on June 5 and continuing (Cass and Decatur Counties),2026-06-16,https://homelandsecurity.iowa.gov/media/804/download?inline
IA-PROC-2026-12,Kim Reynolds,2026-12,Severe Weather Occurring on June 17 and continuing(Allamakee County),2026-06-22,https://governor.iowa.gov/media/582/
IA-PROC-2026-13,Kimberly K. Reynolds,2026-13,Severe Weather Occurring on June 17 and continuing(Marshall County),2026-06-24,https://governor.iowa.gov/media/583/
IA-PROC-2026-14,Kimberly K. Reynolds,2026-14,"Severe Weather Occurring on June 29 and continuing(Jasper, Osceola, Polk, Story Counties)",2026-07-06,https://governor.iowa.gov/media/585
IA-PROC-2026-15,Kimberly K. Reynolds,2026-15,Severe Weather Occurring on June 29 and continuing(Hamilton County),2026-07-08,https://governor.iowa.gov/media/586/
IA-PROC-2026-16,Kimberly K. Reynolds,2026-16,Severe Weather Occurring on July 20 and continuing(Franklin and Hardin Counties),2026-07-24,https://governor.iowa.gov/media/587
