declaration_id,governor,eo_number,event_description,date_signed,archive_record_url
ME-ACTION-2012-10-26-state-of-maine-governor-s-emergency-procla,Paul R. LePage,,State of Maine Governor?s Emergency Proclamation for US DOT Federal Motor Carrier Safety Administration Hours of Service Waiver,2012-10-26,https://www.maine.gov/governor/lepage/official-documents/executive-orders-archive.html
ME-ACTION-2011-08-26-state-of-emergency-declaration,Paul R. LePage,,State of Emergency Declaration,2011-08-26,https://www.maine.gov/governor/lepage/official-documents/executive-orders-archive.html
