eo_number,short_title,date_signed,detail_url,event_description,weather_related,filename_text
EO-11,Declaring State of Emergency,2026-01-22,https://www.governor.virginia.gov/media/governorvirginiagov/governor-of-virginia/pdf/eo/EO-11-Declaring-State-of-Emergency---2026-January-Winter-Weather.pdf,Declaring State of Emergency Due to Winter Weather,True,Declaring State of Emergency 2026 January Winter Weather
